,year,population,gdp,electricity_generation,primary_energy_consumption,renewables_electricity
7601,1952,478905.0,1322266368.0,,,
7602,1953,482194.0,1370144384.0,,,
7603,1954,485704.0,1420546560.0,,,
7604,1955,489465.0,1473689344.0,,,
7605,1956,493536.0,1527931392.0,,,
7606,1957,497902.0,1583920384.0,,,
7607,1958,502655.0,1643224192.0,,,
7608,1959,507789.0,1704820992.0,,,
7609,1960,513346.0,1775984000.0,,,
7610,1961,519337.0,1988891264.0,,,
7611,1962,525762.0,2049107456.0,,,
7612,1963,532603.0,2121780864.0,,,
7613,1964,539839.0,2158404608.0,,,
7614,1965,547542.0,2194509568.0,,,
7615,1966,555755.0,2292512000.0,,,
7616,1967,564442.0,2387317504.0,,,
7617,1968,573621.0,2447994624.0,,,
7618,1969,584637.0,2645763328.0,,,
7619,1970,597192.0,2874952960.0,,,
7620,1971,609706.0,3169780224.0,,,
7621,1972,622298.0,3528801024.0,,,
7622,1973,635290.0,3888163328.0,,,
7623,1974,648926.0,5423777280.0,,,
7624,1975,663346.0,6464648704.0,,,
7625,1976,678673.0,8766902272.0,,,
7626,1977,694939.0,7664699392.0,,,
7627,1978,712142.0,5820811264.0,,,
7628,1979,730197.0,5849073152.0,,,
7629,1980,749079.0,5997574656.0,,8.335,
7630,1981,768911.0,6303460352.0,,9.277,
7631,1982,789591.0,6108597760.0,,8.858,
7632,1983,811101.0,6451047936.0,,11.907,
7633,1984,833417.0,6934899200.0,,10.877,
7634,1985,856481.0,6773415936.0,,9.402,
7635,1986,880344.0,6719164416.0,,8.433,
7636,1987,905029.0,5567389184.0,,9.758,
7637,1988,930473.0,6282005504.0,,10.299,
7638,1989,956514.0,6819593216.0,,12.84,
7639,1990,983039.0,7172590080.0,,12.644,
7640,1991,1010005.0,7974706176.0,,12.999,
7641,1992,1037451.0,7946244608.0,,13.355,
7642,1993,1065396.0,8684691456.0,,12.649,
7643,1994,1093612.0,9485824000.0,,12.984,
7644,1995,1121961.0,10240901120.0,,12.165,
7645,1996,1150602.0,11022736384.0,,12.683,
7646,1997,1179817.0,12163996672.0,,13.311,
7647,1998,1209839.0,13062146048.0,,13.0,
7648,1999,1240778.0,12170608640.0,,15.012,
7649,2000,1272941.0,12538006528.0,1.28,11.477,0.8
7650,2001,1306593.0,13408100352.0,1.35,12.385,0.87
7651,2002,1341696.0,13745928192.0,1.42,12.388,0.91
7652,2003,1378406.0,14717086720.0,1.46,12.05,0.89
7653,2004,1417115.0,15597621248.0,1.48,12.28,0.88
7654,2005,1458362.0,16662218752.0,1.51,13.147,0.8
7655,2006,1502540.0,17083860992.0,1.61,13.485,0.94
7656,2007,1549774.0,19294894080.0,1.68,13.4,0.79
7657,2008,1599988.0,19821185024.0,1.77,13.676,0.88
7658,2009,1653549.0,21001807872.0,1.81,13.53,0.94
7659,2010,1711117.0,23885381632.0,1.87,15.767,0.9
7660,2011,1772508.0,27165933568.0,1.96,16.134,0.83
7661,2012,1836711.0,29020540928.0,2.08,20.215,0.9
7662,2013,1902230.0,31179700224.0,2.02,20.43,0.93
7663,2014,1966858.0,33268465664.0,1.92,21.332,0.79
7664,2015,2028524.0,35035176960.0,2.05,20.505,0.93
7665,2016,2086210.0,36204781568.0,2.24,20.321,0.96
7666,2017,2140225.0,36385443840.0,2.19,21.514,0.94
7667,2018,2192013.0,36693262336.0,2.17,19.279,0.91
7668,2019,2242788.0,,2.26,16.659,1.01
7669,2020,2292583.0,,2.2,19.182,1.01
7670,2021,2341185.0,,2.29,18.752,1.02
7671,2022,2388997.0,,,,
7672,1980,718597.0,863900032.0,,0.655,
7673,1981,742853.0,1020590976.0,,0.653,
7674,1982,768275.0,1092471040.0,,0.653,
7675,1983,795567.0,1053702016.0,,0.653,
7676,1984,824805.0,1083341952.0,,0.714,
7677,1985,855965.0,1121623040.0,,0.712,
7678,1986,888988.0,1144710016.0,,0.644,
7679,1987,923922.0,1179634048.0,,0.784,
7680,1988,960847.0,1239874944.0,,0.786,
7681,1989,999738.0,1283184000.0,,0.784,
7682,1990,1040625.0,1331399936.0,,0.788,
7683,1991,1083542.0,1378188672.0,,0.784,
7684,1992,1127156.0,1438713344.0,,0.786,
7685,1993,1168317.0,1492281344.0,,0.846,
7686,1994,1205886.0,1506439168.0,,0.975,
7687,1995,1242160.0,1529318528.0,,0.902,
7688,1996,1279066.0,1606890496.0,,0.905,
7689,1997,1317003.0,1625140480.0,,0.902,
7690,1998,1356198.0,1698553216.0,,0.963,
7691,1999,1396505.0,1829033984.0,,0.963,
7692,2000,1437540.0,1955249536.0,0.11,1.266,0.0
7693,2001,1479456.0,2082662912.0,0.13,1.379,0.0
7694,2002,1522230.0,2108436352.0,0.14,1.373,0.0
7695,2003,1566263.0,2172586752.0,0.16,1.373,0.0
7696,2004,1612237.0,2391385088.0,0.17,1.449,0.0
7697,2005,1660377.0,2386414848.0,0.19,1.464,0.0
7698,2006,1711297.0,2432257536.0,0.2,1.591,0.0
7699,2007,1764889.0,2539291136.0,0.22,1.65,0.0
7700,2008,1820544.0,2704420864.0,0.23,1.714,0.0
7701,2009,1878124.0,2899496192.0,0.23,1.842,0.0
7702,2010,1937284.0,3111135744.0,0.23,2.009,0.0
7703,2011,1998215.0,3000861952.0,0.24,2.112,0.0
7704,2012,2061020.0,3174000128.0,0.25,2.059,0.0
7705,2013,2124876.0,3327260928.0,0.25,2.049,0.0
7706,2014,2189023.0,3357018112.0,0.26,2.265,0.0
7707,2015,2253137.0,3514848000.0,0.28,2.318,0.0
7708,2016,2317212.0,3593880064.0,0.29,2.337,0.0
7709,2017,2381189.0,3732270080.0,0.3,2.377,0.0
7710,2018,2444916.0,3939021824.0,0.31,2.393,0.0
7711,2019,2508882.0,,0.3,2.44,0.0
7712,2020,2574005.0,,0.29,2.33,0.0
7713,2021,2639922.0,,0.3,2.458,0.0
7714,1992,5239325.0,28371175424.0,,94.202,
7715,1993,5127512.0,19963488256.0,,58.143,
7716,1994,4997912.0,17806233600.0,,44.816,
7717,1995,4877682.0,18187137024.0,,44.256,
7718,1996,4761277.0,19998451712.0,,46.533,
7719,1997,4640033.0,22010931200.0,,47.934,
7720,1998,4518407.0,22536785920.0,,48.536,
7721,1999,4394505.0,23091363840.0,,47.084,
7722,2000,4265175.0,23550461952.0,7.27,40.194,5.8
7723,2001,4144485.0,24543610880.0,6.8,37.133,5.49
7724,2002,4061127.0,25794070528.0,7.16,43.765,6.7
7725,2003,4017826.0,28539744256.0,7.06,38.952,6.46
7726,2004,3988861.0,30055133184.0,6.81,40.229,5.99
7727,2005,3961183.0,32780605440.0,7.14,45.765,6.17
7728,2006,3933866.0,35705843712.0,7.11,41.373,5.26
7729,2007,3906476.0,40006930432.0,8.17,51.746,6.75
7730,2008,3879701.0,40781258752.0,8.3,51.765,7.09
7731,2009,3855203.0,39112843264.0,8.42,52.634,7.34
7732,2010,3836834.0,41359867904.0,9.98,56.745,9.27
7733,2011,3821667.0,44138078208.0,9.98,52.819,7.81
7734,2012,3804358.0,46940131328.0,9.47,54.695,7.15
7735,2013,3786025.0,48532123648.0,9.87,61.591,8.19
7736,2014,3774232.0,50778370048.0,10.16,64.329,8.25
7737,2015,3771135.0,52238069760.0,10.61,68.213,8.37
7738,2016,3771112.0,53661818880.0,11.35,72.101,9.25
7739,2017,3771904.0,56260120576.0,11.31,71.688,9.21
7740,2018,3772323.0,58984800256.0,11.92,73.12,9.93
7741,2019,3770814.0,,11.6,74.132,8.93
7742,2020,3765912.0,,11.16,70.411,8.34
7743,2021,3757984.0,,12.64,78.297,10.26
7744,2022,3744385.0,,14.24,,10.85
7745,1900,55775391.0,258778103808.0,,,
7746,1901,56591445.0,252659269632.0,,,
7747,1902,57433002.0,258695544832.0,,,
7748,1903,58300637.0,273137582080.0,,,
7749,1904,59181365.0,284058681344.0,,,
7750,1905,60075384.0,290170503168.0,,,
7751,1906,60982895.0,298832560128.0,,,
7752,1907,61904101.0,312083644416.0,,,
7753,1908,62839208.0,317376954368.0,,,
7754,1909,63557664.0,323838345216.0,,,
7755,1910,64056716.0,335611920384.0,,,
7756,1911,64333569.0,346844069888.0,,,
7757,1912,64385385.0,362054975488.0,,,
7758,1913,64209282.0,378312261632.0,,,
7759,1914,64033646.0,322284093440.0,,,
7760,1915,63858476.0,306048827392.0,,,
7761,1916,63683770.0,309103525888.0,,,
7762,1917,63509528.0,309414920192.0,,,
7763,1918,63305628.0,310201942016.0,,,
7764,1919,63226761.0,249574735872.0,,,
7765,1920,63273356.0,271404564480.0,,,
7766,1921,63445847.0,302077149184.0,,,
7767,1922,63744670.0,328688992256.0,,,
7768,1923,64170268.0,273091575808.0,,,
7769,1924,64598707.0,319692013568.0,,,
7770,1925,65030007.0,355624583168.0,,,
7771,1926,65464186.0,365617971200.0,,,
7772,1927,65901264.0,402192498688.0,,,
7773,1928,66341260.0,419777970176.0,,,
7774,1929,66789491.0,418019737600.0,,,
7775,1930,67246048.0,412176973824.0,,,
7776,1931,67711026.0,380827271168.0,,,
7777,1932,68184518.0,352172048384.0,,,
7778,1933,68666619.0,374241034240.0,,,
7779,1934,69152129.0,408415338496.0,,,
7780,1935,69641071.0,439141859328.0,,,
7781,1936,70133471.0,477841162240.0,,,
7782,1937,70629352.0,506561921024.0,,,
7783,1938,71128740.0,545721679872.0,,,
7784,1939,71499194.0,597037481984.0,,,
7785,1940,71740083.0,601419022336.0,,,
7786,1941,71850770.0,639431147520.0,,,
7787,1942,71830612.0,648060272640.0,,,
7788,1943,71678963.0,661088894976.0,,,
7789,1944,71527635.0,677550751744.0,,,
7790,1945,71376625.0,482064990208.0,,,
7791,1946,71225935.0,228572053504.0,,,
7792,1947,71075562.0,256643006464.0,,,
7793,1948,70925507.0,303971500032.0,,,
7794,1949,70888212.0,355660922880.0,,,
7795,1950,70964104.0,422965116928.0,,,
7796,1951,70820040.0,461743915008.0,,,
7797,1952,70808376.0,501792178176.0,,,
7798,1953,70879448.0,543743737856.0,,,
7799,1954,71020736.0,584376909824.0,,,
7800,1955,71222632.0,648607432704.0,,,
7801,1956,71473272.0,695152410624.0,,,
7802,1957,71771632.0,734905303040.0,,,
7803,1958,72136480.0,767711444992.0,,,
7804,1959,72578952.0,823838507008.0,,,
7805,1960,73063696.0,890210025472.0,,,
7806,1961,73604352.0,926835933184.0,,,
7807,1962,74194424.0,966424854528.0,,,
7808,1963,74796216.0,993706246144.0,,,
7809,1964,75423248.0,1054006837248.0,,,
7810,1965,76037464.0,1107504005120.0,,2969.293,
7811,1966,76618720.0,1140349206528.0,,2977.001,
7812,1967,77173552.0,1143923015680.0,,2969.431,
7813,1968,77646128.0,1204136574976.0,,3170.413,
7814,1969,78012488.0,1283751411712.0,,3419.778,
7815,1970,78294592.0,1343859720192.0,,3611.016,
7816,1971,78511408.0,1383509131264.0,,3643.557,
7817,1972,78643560.0,1440601473024.0,,3770.223,
7818,1973,78667472.0,1505896431616.0,,3987.354,
7819,1974,78620536.0,1518360854528.0,,3918.027,
7820,1975,78513512.0,1510149849088.0,,3764.568,
7821,1976,78364216.0,1583048294400.0,,4016.905,
7822,1977,78221280.0,1628636053504.0,,4007.19,
7823,1978,78071552.0,1674283057152.0,,4152.177,
7824,1979,77915728.0,1741603209216.0,,4382.909,
7825,1980,77786696.0,1761467957248.0,,4239.232,
7826,1981,77684488.0,1768196407296.0,,4107.233,
7827,1982,77610424.0,1753143312384.0,,3962.491,
7828,1983,77566064.0,1784298602496.0,,4018.511,
7829,1984,77568576.0,1834585161728.0,,4166.991,
7830,1985,77638808.0,1874769870848.0,522.534,4290.329,
7831,1986,77803352.0,1916181413888.0,523.557,4254.676,
7832,1987,78090896.0,1945055789056.0,532.442,4291.178,
7833,1988,78477528.0,2009989513216.0,549.492,4305.766,
7834,1989,78916440.0,2075675197440.0,559.873,4260.189,
7835,1990,79370192.0,2015547621376.0,546.82,4192.642,19.1
7836,1991,79801984.0,2140549414912.0,535.83,4090.643,16.98
7837,1992,80205024.0,2206446125056.0,533.66,4009.338,19.73
7838,1993,80573496.0,2210102247424.0,522.49,3991.526,20.52
7839,1994,80882120.0,2290161025024.0,525.21,3954.172,23.44
7840,1995,81123264.0,2356396687360.0,532.81,3974.795,25.93
7841,1996,81300864.0,2402605858816.0,550.69,4105.846,26.55
7842,1997,81436096.0,2474738188288.0,548.01,4053.187,23.06
7843,1998,81524384.0,2552402542592.0,552.38,4019.631,24.91
7844,1999,81556968.0,2632654520320.0,552.54,3963.56,28.72
7845,2000,81551680.0,2741356986368.0,569.01,3988.179,35.47
7846,2001,81514568.0,2819462529024.0,578.96,4062.799,37.9
7847,2002,81443424.0,2851462971392.0,583.75,4011.723,44.48
7848,2003,81346808.0,2863394193408.0,600.7,4010.471,46.67
7849,2004,81266672.0,2929753849856.0,608.38,4009.893,57.97
7850,2005,81212168.0,2983874265088.0,611.23,3962.631,63.4
7851,2006,81177816.0,3129394593792.0,627.36,4062.384,72.51
7852,2007,81183832.0,3268102848512.0,629.74,3893.425,89.38
7853,2008,81217488.0,3340933005312.0,630.98,3934.661,94.28
7854,2009,81260624.0,3189039955968.0,586.66,3692.18,95.94
7855,2010,81325088.0,3356793241600.0,622.73,3847.15,105.18
7856,2011,81423384.0,3519131418624.0,603.26,3710.586,124.04
7857,2012,81545568.0,3536438165504.0,618.34,3761.915,143.04
7858,2013,81680592.0,3553715290112.0,629.1,3868.519,152.34
7859,2014,81858824.0,3610400784384.0,617.96,3710.461,162.54
7860,2015,82073232.0,3672553029632.0,638.67,3780.858,188.79
7861,2016,82331432.0,3735419092992.0,640.97,3842.884,189.67
7862,2017,82624368.0,3827498221568.0,644.04,3892.673,216.32
7863,2018,82896696.0,3885961314304.0,630.69,3795.127,222.07
7864,2019,83148144.0,,598.57,3697.411,240.33
7865,2020,83328992.0,,565.89,3447.96,251.49
7866,2021,83408560.0,,576.43,3549.456,230.8
7867,2022,83369840.0,,560.55,3416.287,243.73
7868,1900,2717458.0,,,,
7869,1901,2739726.0,,,,
7870,1902,2762177.0,,,,
7871,1903,2784813.0,,,,
7872,1904,2807634.0,,,,
7873,1905,2830640.0,,,,
7874,1906,2853834.0,,,,
7875,1907,2877217.0,,,,
7876,1908,2900791.0,,,,
7877,1909,2923698.0,,,,
7878,1910,2945929.0,,,,
7879,1911,2967472.0,,,,
7880,1912,2988317.0,,,,
7881,1913,3008451.0,2543535104.0,,,
7882,1914,3028721.0,,,,
7883,1915,3049125.0,,,,
7884,1916,3069666.0,,,,
7885,1917,3090344.0,,,,
7886,1918,3113075.0,,,,
7887,1919,3140802.0,,,,
7888,1920,3173635.0,,,,
7889,1921,3211686.0,,,,
7890,1922,3255066.0,,,,
7891,1923,3303892.0,,,,
7892,1924,3353451.0,,,,
7893,1925,3403752.0,,,,
7894,1926,3454809.0,,,,
7895,1927,3506631.0,,,,
7896,1928,3559230.0,,,,
7897,1929,3611885.0,,,,
7898,1930,3664587.0,,,,
7899,1931,3717325.0,,,,
7900,1932,3770090.0,,,,
7901,1933,3822871.0,,,,
7902,1934,3876392.0,,,,
7903,1935,3930661.0,,,,
7904,1936,3985690.0,,,,
7905,1937,4041490.0,,,,
7906,1938,4098071.0,,,,
7907,1939,4158814.0,,,,
7908,1940,4223839.0,,,,
7909,1941,4293266.0,,,,
7910,1942,4367222.0,,,,
7911,1943,4445832.0,,,,
7912,1944,4525856.0,,,,
7913,1945,4607322.0,,,,
7914,1946,4690254.0,,,,
7915,1947,4774678.0,,,,
7916,1948,4860622.0,,,,
7917,1949,4961368.0,,,,
7918,1950,5077600.0,9471847424.0,,,
7919,1951,5220301.0,9829291008.0,,,
7920,1952,5373388.0,9643969536.0,,,
7921,1953,5535164.0,10980611072.0,,,
7922,1954,5706211.0,12356388864.0,,,
7923,1955,5887163.0,11570982912.0,,,
7924,1956,6077350.0,12246857728.0,,,
7925,1957,6275803.0,12641968128.0,,,
7926,1958,6479014.0,12435584000.0,,,
7927,1959,6690095.0,14239255552.0,,,
7928,1960,6911514.0,15287348224.0,,,
7929,1961,7109036.0,15823559680.0,,,
7930,1962,7281192.0,16600795136.0,,,
7931,1963,7458244.0,17169914880.0,,,
7932,1964,7640202.0,17540206592.0,,,
7933,1965,7827728.0,17781315584.0,,,
7934,1966,8019660.0,17793748992.0,,,
7935,1967,8216093.0,18118115328.0,,,
7936,1968,8418152.0,18371778560.0,,,
7937,1969,8629853.0,19027109888.0,,,
7938,1970,8861897.0,19950905344.0,,,
7939,1971,9108881.0,21547948032.0,,,
7940,1972,9365950.0,20905426944.0,,,
7941,1973,9637207.0,21489362944.0,,,
7942,1974,9918984.0,22969374720.0,,,
7943,1975,10209847.0,20114309120.0,,,
7944,1976,10509008.0,19405242368.0,,,
7945,1977,10825498.0,19832582144.0,,,
7946,1978,11163231.0,21527328768.0,,,
7947,1979,11515680.0,20985196544.0,,,
7948,1980,11865256.0,20314685440.0,,25.332,
7949,1981,12212964.0,20343922688.0,,24.362,
7950,1982,12584976.0,18939201536.0,,24.3,
7951,1983,12984137.0,18070476800.0,,16.109,
7952,1984,13342483.0,19633897472.0,,14.964,
7953,1985,13651444.0,20623114240.0,,17.375,
7954,1986,13971683.0,21705410560.0,,22.723,
7955,1987,14310795.0,22750392320.0,,24.924,
7956,1988,14671683.0,24022226944.0,,27.311,
7957,1989,15052443.0,25253181440.0,,30.134,
7958,1990,15446987.0,26095562752.0,,29.355,
7959,1991,15843473.0,27453958144.0,,30.497,
7960,1992,16241548.0,28508753920.0,,33.17,
7961,1993,16643639.0,29541689344.0,,32.645,
7962,1994,17040850.0,30603384832.0,,33.619,
7963,1995,17438882.0,31879333888.0,,34.184,
7964,1996,17844012.0,33320583168.0,,36.121,
7965,1997,18268044.0,34919976960.0,,35.558,
7966,1998,18714708.0,36531372032.0,,27.816,
7967,1999,19176800.0,38131240960.0,,33.798,
7968,2000,19665506.0,39519514624.0,7.13,41.627,6.55
7969,2001,20195584.0,41144434688.0,7.73,41.868,6.55
7970,2002,20758324.0,42979041280.0,7.11,38.324,5.01
7971,2003,21329520.0,45217304576.0,5.73,35.093,3.87
7972,2004,21906448.0,47687385088.0,5.88,41.455,5.24
7973,2005,22496952.0,50453082112.0,6.68,42.603,5.58
7974,2006,23098590.0,53573709824.0,8.22,41.445,5.58
7975,2007,23708328.0,55855472640.0,6.77,39.113,3.71
7976,2008,24326092.0,60944891904.0,8.14,46.215,6.14
7977,2009,24950768.0,63844990976.0,8.78,53.156,6.82
7978,2010,25574722.0,68838727680.0,9.93,54.777,6.95
7979,2011,26205940.0,78458888192.0,10.93,68.864,7.51
7980,2012,26858760.0,85729714176.0,11.72,70.667,8.01
7981,2013,27525586.0,92004286464.0,12.53,74.279,8.17
7982,2014,28196356.0,95677579264.0,12.63,75.372,8.32
7983,2015,28870946.0,99411263488.0,11.17,82.196,5.81
7984,2016,29554298.0,103444160512.0,11.4,83.195,5.56
7985,2017,30222266.0,111867617280.0,12.84,83.352,5.67
7986,2018,30870648.0,118873890816.0,14.37,96.078,6.07
7987,2019,31522294.0,,16.69,98.841,7.32
7988,2020,32180402.0,,20.2,112.122,7.38
7989,2021,32833036.0,,20.93,114.369,7.3
7990,1980,28752.0,,,,
7991,1981,28840.0,,,,
7992,1982,28885.0,,,,
7993,1983,28877.0,,,,
7994,1984,28817.0,,,,
7995,1985,28701.0,,,,
7996,1986,28528.0,,,,
7997,1987,28296.0,,,,
7998,1988,28023.0,,,,
7999,1989,27713.0,,,,
8000,1990,27342.0,,,,
8001,1991,27013.0,,,,
8002,1992,26974.0,,,,
8003,1993,27143.0,,,,
8004,1994,27307.0,,,,
8005,1995,27433.0,,,,
8006,1996,27519.0,,,,
8007,1997,27586.0,,,,
8008,1998,27663.0,,,,
8009,1999,27723.0,,,,
8010,2000,27765.0,,0.0,,0.0
8011,2001,27746.0,,0.0,,0.0
8012,2002,27918.0,,0.0,,0.0
8013,2003,28320.0,,0.0,,0.0
8014,2004,28743.0,,0.0,,0.0
8015,2005,29179.0,,0.0,,0.0
8016,2006,29613.0,,0.0,,0.0
8017,2007,30021.0,,0.0,,0.0
8018,2008,30426.0,,0.0,,0.0
8019,2009,30844.0,,0.0,,0.0
8020,2010,31289.0,,0.0,,0.0
8021,2011,31725.0,,0.0,,0.0
8022,2012,32183.0,,0.0,,0.0
8023,2013,32437.0,,0.0,,0.0
8024,2014,32478.0,,0.0,,0.0
8025,2015,32546.0,,0.0,,0.0
8026,2016,32590.0,,0.0,,0.0
8027,2017,32628.0,,0.0,,0.0
8028,2018,32677.0,,0.0,,0.0
8029,2019,32715.0,,0.0,,0.0
8030,2020,32739.0,,0.0,,0.0
8031,2021,32698.0,,0.0,,0.0
8032,1900,4990133.0,9785064448.0,,,
8033,1901,5032141.0,9444330496.0,,,
8034,1902,5071280.0,12192535552.0,,,
8035,1903,5107496.0,11993588736.0,,,
8036,1904,5143970.0,12744796160.0,,,
8037,1905,5180704.0,13153280000.0,,,
8038,1906,5217700.0,13090220032.0,,,
8039,1907,5254961.0,13363649536.0,,,
8040,1908,5292488.0,13377300480.0,,,
8041,1909,5330209.0,13741082624.0,,,
8042,1910,5368127.0,13789440000.0,,,
8043,1911,5406242.0,17302005760.0,,,
8044,1912,5444555.0,16897649664.0,,,
8045,1913,5483067.0,10177300480.0,,,
8046,1914,5521851.0,13078421504.0,,,
8047,1915,5560909.0,10024643584.0,,,
8048,1916,5600243.0,8583008768.0,,,
8049,1917,5639856.0,7544160256.0,,,
8050,1918,5678901.0,12807980032.0,,,
8051,1919,5722766.0,11495459840.0,,,
8052,1920,5771532.0,13018800128.0,,,
8053,1921,5825284.0,17843709952.0,,,
8054,1922,5884107.0,18429810688.0,,,
8055,1923,5948086.0,19045689344.0,,,
8056,1924,6012762.0,19673999360.0,,,
8057,1925,6078140.0,20322738176.0,,,
8058,1926,6144230.0,20995950592.0,,,
8059,1927,6211038.0,21683453952.0,,,
8060,1928,6278572.0,22096005120.0,,,
8061,1929,6350526.0,23424575488.0,,,
8062,1930,6426998.0,22857248768.0,,,
8063,1931,6508088.0,21908879360.0,,,
8064,1932,6593900.0,23776884736.0,,,
8065,1933,6684536.0,25164437504.0,,,
8066,1934,6776418.0,25775552512.0,,,
8067,1935,6869563.0,26852728832.0,,,
8068,1936,6963989.0,26944917504.0,,,
8069,1937,7059712.0,30778822656.0,,,
8070,1938,7156751.0,30129287168.0,,,
8071,1939,7240587.0,30090979328.0,,,
8072,1940,7310983.0,25793040384.0,,,
8073,1941,7367696.0,21990293504.0,,,
8074,1942,7410484.0,18472263680.0,,,
8075,1943,7439097.0,15433154560.0,,,
8076,1944,7467821.0,12958235648.0,,,
8077,1945,7496655.0,10946390016.0,,,
8078,1946,7525601.0,16386362368.0,,,
8079,1947,7554659.0,21156489216.0,,,
8080,1948,7583829.0,22208634880.0,,,
8081,1949,7621936.0,23403024384.0,,,
8082,1950,7669097.0,23091517440.0,,,
8083,1951,7766347.0,25133723648.0,,,
8084,1952,7863884.0,25303193600.0,,,
8085,1953,7959594.0,28774727680.0,,,
8086,1954,8052769.0,29671335936.0,,,
8087,1955,8146025.0,31917910016.0,,,
8088,1956,8234417.0,34637758464.0,,,
8089,1957,8313968.0,36894466048.0,,,
8090,1958,8385152.0,38601687040.0,,,
8091,1959,8447074.0,40019054592.0,,,
8092,1960,8495419.0,41761935360.0,,,
8093,1961,8526467.0,45416652800.0,,,
8094,1962,8540807.0,47115796480.0,,,
8095,1963,8541794.0,51912265728.0,,,
8096,1964,8534890.0,56177340416.0,,,
8097,1965,8526265.0,61451243520.0,,79.146,
8098,1966,8520636.0,65205338112.0,,86.65,
8099,1967,8518064.0,68790149120.0,,95.398,
8100,1968,8518841.0,73369985024.0,,99.138,
8101,1969,8526141.0,80630472704.0,,104.722,
8102,1970,8544874.0,87048781824.0,,116.363,
8103,1971,8576110.0,93246906368.0,,138.633,
8104,1972,8616664.0,104841363456.0,,155.516,
8105,1973,8666390.0,108952707072.0,,178.934,
8106,1974,8729703.0,104999059456.0,,174.938,
8107,1975,8805416.0,111353888768.0,,198.29,
8108,1976,8890429.0,118430924800.0,,219.074,
8109,1977,8983231.0,122480967680.0,,227.19,
8110,1978,9084305.0,130699231232.0,,231.183,
8111,1979,9194179.0,135518429184.0,,203.037,
8112,1980,9307159.0,137887825920.0,,201.108,
8113,1981,9418999.0,137962176512.0,,196.518,
8114,1982,9528819.0,138508058624.0,,199.183,
8115,1983,9636354.0,139066310656.0,,200.299,
8116,1984,9740384.0,142899249152.0,,209.138,
8117,1985,9840144.0,147360301056.0,27.74,220.911,
8118,1986,9936729.0,149738258432.0,28.237,221.38,
8119,1987,10029145.0,149058781184.0,30.272,242.08,
8120,1988,10120189.0,155690549248.0,33.394,255.601,
8121,1989,10211975.0,161665843200.0,34.456,277.07,
8122,1990,10302255.0,161708982272.0,34.78,287.312,1.77
8123,1991,10391552.0,168230944768.0,35.74,291.482,3.1
8124,1992,10478389.0,170928734208.0,37.22,296.618,2.21
8125,1993,10563442.0,169706668032.0,38.13,300.531,2.33
8126,1994,10647420.0,174662615040.0,40.39,305.643,2.64
8127,1995,10727928.0,179928432640.0,41.3,316.794,3.56
8128,1996,10803809.0,186744569856.0,42.42,324.801,4.39
8129,1997,10875274.0,196868816896.0,43.29,334.044,3.92
8130,1998,10939474.0,206380728320.0,46.19,354.773,3.79
8131,1999,10993861.0,214634217472.0,49.39,354.705,4.75
8132,2000,11038112.0,225054588928.0,53.42,373.052,4.14
8133,2001,11072182.0,236462129152.0,53.08,376.025,2.94
8134,2002,11096620.0,247945854976.0,53.95,376.371,3.58
8135,2003,11110488.0,264671526912.0,57.9,398.316,5.89
8136,2004,11115089.0,280566759424.0,58.8,398.232,5.91
8137,2005,11113450.0,284786819072.0,59.43,399.606,6.41
8138,2006,11106097.0,303593193472.0,60.17,411.306,7.67
8139,2007,11091491.0,316350857216.0,62.71,419.35,4.59
8140,2008,11073621.0,318127308800.0,62.92,411.585,5.75
8141,2009,11055503.0,307180732416.0,61.07,396.398,8.16
8142,2010,11033784.0,292966531072.0,57.38,378.437,10.53
8143,2011,11004730.0,268611518464.0,59.19,371.285,8.15
8144,2012,10963633.0,248992874496.0,60.75,349.302,10.13
8145,2013,10914501.0,240930471936.0,57.12,328.303,14.36
8146,2014,10862972.0,241776394240.0,50.35,307.91,12.18
8147,2015,10806644.0,241242128384.0,51.83,311.723,14.85
8148,2016,10749742.0,241653891072.0,54.41,306.97,14.89
8149,2017,10692230.0,245290991616.0,55.18,322.177,13.8
8150,2018,10633275.0,250035847168.0,53.25,324.05,16.14
