year,population,gdp,electricity_generation,primary_energy_consumption,renewables_electricity,renewables_percentage
1998,12199692.0,88055963648.0,0.0004160558751196639,0.0007470208276440097,0.0009788713640254995,59.74288337924701
1999,12412056.0,84464762880.0,0.00039382038206919146,0.0006812659442658683,0.001079827817339534,69.6255335661622
2000,12626511.0,85978873856.0,0.00039580705842421645,0.0006434598292773243,0.0011329390364451292,72.68339768339769
2001,12845523.0,90060685312.0,0.00041032507794170703,0.0006518487967788793,0.001053196979431063,65.17690875232775
2002,13070617.0,94405017600.0,0.0004416534358478709,0.0006433359154294432,0.0011209024995373455,64.44636678200692
2003,13301188.0,97644568576.0,0.0004282815757659717,0.0006588127550298009,0.0010697472176792655,63.42551293487957
2004,13534598.0,106398015488.0,0.0005001075670630303,0.0007049644676731416,0.0011043522612891432,56.073338426279605
2005,13770015.0,112806723584.0,0.00046419457141450097,0.0007462835402491167,0.0010366467411828605,56.70781893004114
2006,14009064.0,118595035136.0,0.0005165358523065064,0.000789411755004157,0.001080279187473576,53.10650887573964
2007,14251838.0,122035339264.0,0.0006338261678820223,0.0008300988669559381,0.0013766789088277467,55.153707052441234
2008,14496800.0,130681241600.0,0.0006976290431299414,0.0008860583606590731,0.0017121973751322139,62.32201533406353
2009,14742768.0,132343726080.0,0.0006850212893384364,0.0008644973511277501,0.0014052656839837324,52.0914668153932
2010,14989581.0,137955147776.0,0.0007174958066801917,0.000959842861379914,0.0013195053585157745,46.6986155484558
2011,15237734.0,149848326144.0,0.0007591395995066777,0.0010183921545037656,0.0016971517039974843,56.768998490186206
2012,15483884.0,158295818240.0,0.0008443374508856356,0.0010759439411521736,0.0018656632207064545,56.10859728506787
2013,15722988.0,166128254976.0,0.0008573272578223377,0.001110491121941443,0.0016956471368840113,50.222816399286984
2014,15957995.0,172762087424.0,0.0008959146254872467,0.0011665869208772471,0.0017783983281250235,50.405117270788914
2015,16195904.0,173044858880.0,0.0009578072350091802,0.001163383747909519,0.0020296610360750057,53.8093338651775
2016,16439588.0,169282355200.0,0.0010372742892101811,0.0011594061133925336,0.0024509398278474304,60.0
2017,16696947.0,173290962944.0,0.0010636359562287824,0.0012043372746342448,0.00307834431416565,73.49137931034483
2018,17015672.0,175524675584.0,0.0011091002805072398,0.0012739520743738845,0.0031626000725201346,72.40785394419565
1990,57214632.0,227979902976.0,0.0016027893547309584,0.0024228255106965185,0.001497495648039624,23.72473302822273
1991,58611032.0,241323327488.0,0.0016533731911550574,0.002454485498830157,0.0014919287497197743,22.91339310472317
1992,59989148.0,254191042560.0,0.0017187424842982845,0.0024308984978859767,0.0014744757712034883,21.784070953831108
1993,61382204.0,269984907264.0,0.0017856017847077805,0.0024326766616030717,0.0015184091309168983,21.593170293343604
1994,62775844.0,286215798784.0,0.0018548680199320182,0.002558542152588367,0.0016140995993337776,22.096807415036047
1995,64166908.0,305979195392.0,0.001935175591052453,0.0027109128156354444,0.0016839115133989223,22.09586985706389
1996,65565196.0,328668905472.0,0.0020466586988209727,0.0028562389764304765,0.0017278448731123325,21.437371663244353
1997,66993732.0,354474459136.0,0.002169450579687327,0.0029753387713214604,0.0017710259492690061,20.729430825584675
1998,68446008.0,380472688640.0,0.0023189479754029602,0.0030980568505705746,0.001821128034147655,19.941677512891903
1999,69907888.0,409778257920.0,0.002511235323380671,0.003324707669730017,0.0020240941377551555,20.46706222425072
2000,71371368.0,443940929536.0,0.0028451497722829537,0.0035207641598475996,0.0020612569454579372,18.39666979991943
2001,72854256.0,475162705920.0,0.003032355813429543,0.0036742996130647593,0.0022869420124788796,19.150812649615723
2002,74393760.0,501186265088.0,0.003240192724416776,0.0037791926852961677,0.0019454052777205205,15.24584365051291
2003,75963328.0,527963291648.0,0.0034568168577435434,0.004000676296998965,0.001995055992465128,14.655172413793101
2004,77522424.0,560813244416.0,0.0036757333099414926,0.004224105356113498,0.0019619555159687226,13.55368464816547
2005,79075312.0,599346511872.0,0.0039412602458534915,0.0043316811631515335,0.001966469217309142,12.669639395114384
2006,80629664.0,649072410624.0,0.0041834819399084655,0.004562328203905144,0.002019129066280695,12.255707762557078
2007,82218760.0,711521730560.0,0.004538027258651393,0.00485931871881433,0.0024343895895992283,13.621821855531232
2008,83844784.0,772704108544.0,0.0047485385416550065,0.0051521209456651335,0.0023230516232022303,12.422560141604313
2009,85501064.0,828245147648.0,0.00503049376281048,0.005336957036857077,0.0020853300192735045,10.526315789473685
2010,87252416.0,895092326400.0,0.006124311917509837,0.005544147186206782,0.0022011816870109216,9.126637554585153
2011,89200056.0,919296081920.0,0.006001290804756363,0.005810357501302287,0.0021891451501031382,9.26279602750191
2012,91240384.0,945768431616.0,0.006280953707040656,0.006040440734048039,0.002159053807833679,8.728710462287104
2013,93377896.0,971071815680.0,0.006427280061651152,0.005996630993129652,0.0022056953883513404,8.71426023895857
2014,95592328.0,1018607042560.0,0.0066970095821603185,0.005920690391455678,0.0023110150862944464,8.762621940783843
2015,97723792.0,1058643968000.0,0.0071184142013127425,0.006018786789130805,0.0023531429654716895,8.394160583941607
2016,99784032.0,1104510713856.0,0.0072429635266470045,0.006352505368551971,0.0023320790258830677,8.175967929106445
2017,101789384.0,1159010320384.0,0.007520334110060113,0.00660230949018801,0.002336592727223487,7.8896565738671
2018,103740768.0,1221832605696.0,0.0076265448844249125,0.006610054105680582,0.002604405673421671,8.671475804027653
2000,5958482.0,31478454272.0,0.00014250582315852582,0.0001804805194389198,0.0002933905871272247,52.27882037533512
2001,5988102.0,32499939328.0,0.00014479814202970854,0.00018746926045941763,0.0003189682280562648,55.93667546174142
2002,6011278.0,33751220224.0,0.00015167509864325672,0.00019206026852341488,0.0003189682280562648,53.40050377833753
2003,6026854.0,35029540864.0,0.0001631366929991703,0.00020503404839657306,0.0003836646139356015,59.71896955503513
2004,6035653.0,36185186304.0,0.00016619311816074725,0.00020447643608110781,0.000370123509914345,56.55172413793104
2005,6037817.0,38001442816.0,0.0001799470313878436,0.00021160767802666896,0.00042278335888589814,59.660297239915074
2006,6034439.0,40054317056.0,0.00021394976131038727,0.00022375123511902335,0.000484470610538289,57.50000000000001
2007,6044130.0,42202460160.0,0.0002181523459075556,0.0002333669497146019,0.0005040299830134373,58.66900175131349
2008,6068108.0,43393064960.0,0.00022846778082787785,0.00022899898657679078,0.0005867811742544494,65.21739130434781
2009,6091181.0,42668179456.0,0.00022311903679511817,0.0002207091501535407,0.000511552818580802,58.21917808219178
2010,6114039.0,43862777856.0,0.00022846778082787785,0.00022873257180384626,0.0005867811742544494,65.21739130434781
2011,6137354.0,45520506880.0,0.00023305241857024328,0.00022906094350073135,0.0005882857413679224,64.09836065573771
2012,6161293.0,46608113664.0,0.0002387832157482001,0.0002310311736820419,0.0005792583386870846,61.6
2013,6185641.0,48017379328.0,0.0002391652688933972,0.00022453808805306875,0.0005702309360062469,60.54313099041534
2014,6209528.0,49026875392.0,0.00023840116260300299,0.00022971768689450153,0.0005627081004388822,59.93589743589743
2015,6231072.0,50319724544.0,0.0002296139402634692,0.00023767295592847247,0.0005371304595098421,59.40099833610649
2016,6250513.0,51736932352.0,0.00022999599340866632,0.00023963699041738896,0.0005536806977580446,61.129568106312306
2017,6266661.0,53130547200.0,0.00020974717671321896,0.00023798893624056946,0.0005912948755948682,71.58469945355192
2018,6276340.0,54756343808.0,0.00020363432639006505,0.00025673710142499,0.0005927994427083411,73.92120075046904
2000,684986.0,6341192192.0,3.438478306774081e-06,1.8475554719082008e-05,1.5045671134729472e-06,11.111111111111112
2001,719283.0,10710877184.0,2.2923188711827207e-06,9.78299829021814e-06,1.5045671134729472e-06,16.666666666666668
2002,754127.0,12944267264.0,4.202584597168322e-06,0.000173386451647723,1.5045671134729472e-06,9.090909090909092
2003,789690.0,14778141696.0,4.584637742365441e-06,0.00018800209000530667,1.5045671134729472e-06,8.333333333333334
2004,826368.0,18414356480.0,6.494903468351043e-06,3.6827195590282846e-05,1.5045671134729472e-06,5.88235294117647
2005,864740.0,20168024064.0,7.641062903942404e-06,0.00013843655085283985,1.5045671134729472e-06,5.0
2006,905425.0,21346957312.0,9.933381775125124e-06,0.00016950794820904248,1.5045671134729472e-06,3.8461538461538463
2007,948820.0,24766652416.0,1.2225700646307845e-05,0.00018767371830842158,1.5045671134729472e-06,3.125
2008,994982.0,29298388992.0,1.7574444679067526e-05,0.00018590794597611493,7.522835567364736e-06,10.869565217391305
2009,1043698.0,29853093888.0,1.9484710405053128e-05,0.00019707877936260215,7.522835567364736e-06,9.803921568627452
2010,1094538.0,27366670336.0,2.2159082421432966e-05,0.00018922264140693615,4.513701340418841e-06,5.172413793103448
2011,1144590.0,29285787648.0,2.483345443781281e-05,0.00020355947360678716,4.513701340418841e-06,4.615384615384615
2012,1193641.0,31730929664.0,2.865398588978401e-05,0.00019790900214340597,1.2036536907783577e-05,10.666666666666668
2013,1243947.0,30419136512.0,3.667710193892353e-05,0.00020424719546252763,3.761417783682368e-05,26.041666666666668
2014,1295193.0,30256852992.0,4.16437928264861e-05,0.0001921655952941139,5.7173550311971986e-05,34.862385321100916
2015,1346974.0,28026101760.0,4.966690887562562e-05,0.0001714410042359887,7.071465433322851e-05,36.15384615384615
2016,1398940.0,25287602176.0,5.348744032759682e-05,0.00016930349036003856,7.071465433322851e-05,33.57142857142858
2017,1450703.0,24166326272.0,5.11951214564141e-05,0.00019034406173026072,6.620095299280968e-05,32.83582089552239
2018,1502102.0,22750613504.0,5.157717460161122e-05,0.0001724509020962202,6.620095299280968e-05,32.59259259259259
1990,1570676.0,27066095616.0,0.0006563673034486524,0.0007886992503788402,0.0,0.0
1991,1565621.0,23969413120.0,0.0005589437514233868,0.0007215441405196418,0.0,0.0
1992,1540386.0,20260763648.0,0.00045196887076819314,0.0005025635885440434,0.0,0.0
1993,1504446.0,18240808960.0,0.00034843246841977354,0.000417056837813644,0.0,0.0
1994,1475730.0,17654292480.0,0.00034957862785536494,0.00042295513697278753,0.0,0.0
1995,1452777.0,18507421696.0,0.0003320041831762974,0.0003834699893454536,1.5045671134729472e-06,0.11507479861910241
1996,1434670.0,19179796480.0,0.0003472863089841822,0.0004073048179853962,0.0,0.0
1997,1421491.0,21099665408.0,0.0003522529998717448,0.0004012020609772487,1.5045671134729472e-06,0.10845986984815618
1998,1411151.0,21616367616.0,0.00032550927970794634,0.0003597095090142399,1.5045671134729472e-06,0.11737089201877934
1999,1403494.0,21088651264.0,0.0003155758979328212,0.00033124649815593577,1.5045671134729472e-06,0.12106537530266344
2000,1396881.0,22945026048.0,0.0003251272265627492,0.0003420889598455379,1.5045671134729472e-06,0.11750881316098707
2001,1388000.0,24006164480.0,0.000324363120272355,0.00035668601112593936,3.0091342269458944e-06,0.23557126030624262
2002,1379241.0,25057701888.0,0.00032589133285314346,0.0003552176320285475,4.513701340418841e-06,0.3516998827667058
2003,1370663.0,26485059584.0,0.00038816599552027407,0.000387546754940744,7.522835567364736e-06,0.4921259842519685
2004,1362489.0,27701385216.0,0.00039389679269823087,0.0003954648498203506,9.027402680837681e-06,0.5819592628516004
2005,1354665.0,29813616640.0,0.00038969420810106253,0.00039772008185178783,1.655023824820242e-05,1.0784313725490198
2006,1346711.0,32350019584.0,0.0003717377102767979,0.000392856463322452,1.9559372475148313e-05,1.3360739979445015
2007,1340576.0,34297835520.0,0.0004653407308500923,0.0004552718685001959,2.106393958862126e-05,1.149425287356322
2008,1337013.0,31920816128.0,0.0004042122276185531,0.00041871108768285755,3.0091342269458944e-05,1.890359168241966
2009,1334557.0,26784890880.0,0.0003354426614830715,0.00036210104627834637,8.124662412753915e-05,6.150341685649203
2010,1331535.0,26952075264.0,0.0004955229293206649,0.0004515172789093966,0.00015797954691465946,8.095605242868158
2011,1327435.0,28535476224.0,0.0004924665041590878,0.00045036488012410166,0.00017753891938980775,9.154383242823894
2012,1322682.0,29763610624.0,0.0004569355616557557,0.00045358664016901206,0.0002211713656805232,12.290969899665551
2013,1317985.0,30185959424.0,0.0005073665768217755,0.00047824549589736427,0.0001850617549571725,9.262048192771084
2014,1314531.0,31037874176.0,0.00047565616577041457,0.00045776873253500146,0.00020913482877273963,11.164658634538153
2015,1314658.0,31485411328.0,0.00038778394237507695,0.0004234569880567063,0.00023471246970177976,15.369458128078817
2016,1315928.0,31962619904.0,0.0004649586777048952,0.00043673435685717335,0.0002392261710421986,13.064913722267873
2017,1317550.0,33800136704.0,0.0005027819390794102,0.0004845774935240919,0.0002798494831059682,14.133738601823708
2018,1322146.0,35409424384.0,0.0004725997406088376,0.00048079192547132224,0.00029940885558111646,16.08730800323363
2000,1030504.0,5050303488.0,2.3305241857024328e-05,3.7149371594773885e-05,8.275119124101209e-05,90.16393442622952
2001,1041400.0,5125500416.0,2.406934814741857e-05,3.748393898405304e-05,8.576032546795797e-05,90.47619047619047
2002,1050818.0,5280506880.0,2.483345443781281e-05,3.8673511923712236e-05,8.876945969490388e-05,90.76923076923076
2003,1058808.0,5518729216.0,2.139497613103873e-05,3.543316480161972e-05,7.522835567364736e-05,89.28571428571428
2004,1065776.0,5696421888.0,2.0248816695447367e-05,3.43798970946298e-05,7.071465433322851e-05,88.67924528301886
2005,1071895.0,6002942464.0,2.292318871182721e-05,3.563142695822959e-05,8.124662412753915e-05,90.00000000000001
2006,1077747.0,6319745024.0,2.292318871182721e-05,3.6281974659605716e-05,8.124662412753915e-05,90.00000000000001
2007,1084015.0,6589486592.0,2.406934814741857e-05,3.788046329727277e-05,8.576032546795797e-05,90.47619047619047
2008,1089885.0,6906669056.0,2.292318871182721e-05,3.655458512494428e-05,8.124662412753915e-05,90.00000000000001
2009,1094890.0,7131567104.0,2.406934814741857e-05,3.563762265062365e-05,8.576032546795797e-05,90.47619047619047
2010,1099926.0,7332277248.0,2.445140129261569e-05,3.3382390619186404e-05,8.726489258143092e-05,90.62499999999999
2011,1105379.0,7567466496.0,2.712577330899553e-05,3.416924355323182e-05,0.00010231056371616041,95.77464788732397
2012,1111453.0,7793097728.0,2.827193274458689e-05,3.3859458933528904e-05,0.00010531969794310629,94.5945945945946
2013,1118329.0,8126636032.0,3.094630476096673e-05,3.332043369524582e-05,0.00011585166773741693,95.06172839506173
2014,1125872.0,8327527424.0,2.483345443781281e-05,3.3859458933528904e-05,9.177859392184977e-05,93.84615384615384
2015,1133941.0,8445665792.0,2.101292298584161e-05,3.354967431382598e-05,7.67329227871203e-05,92.72727272727272
2016,1142529.0,8425262080.0,2.139497613103873e-05,3.56004484962593e-05,7.823748990059325e-05,92.85714285714285
2017,1151397.0,8586136576.0,2.559756072820705e-05,3.7930028836425236e-05,9.478772814879567e-05,94.02985074626865
2018,1160430.0,8771760128.0,2.865398588978401e-05,4.017906517546842e-05,0.00010682426505657923,94.66666666666667
2000,67031872.0,50326962176.0,6.494903468351042e-05,0.00011791641764371857,0.0002467490066095633,96.47058823529412
2001,69018936.0,52434132992.0,7.793884162021251e-05,0.00012853583440713458,0.00029790428846764353,97.05882352941177
2002,71073224.0,54501777408.0,7.908500105580386e-05,0.00013210455322611219,0.0003024179898080623,97.10144927536231
2003,73168848.0,53892042752.0,8.901838283092899e-05,0.00014302136322444302,0.000341536734758359,97.42489270386265
2004,75301024.0,55845388288.0,9.818765831565987e-05,0.0001530397978256354,0.0003776463454817097,97.66536964980544
2005,77469944.0,61634772992.0,0.00011003130581677059,0.00017598864245322752,0.00042428792599937107,97.91666666666666
2006,79691056.0,67217117184.0,0.00012607753791504965,0.0001932932113098325,0.00048747974476523486,98.18181818181819
2007,81996184.0,73421791232.0,0.00013524681339978053,0.00021414171621583883,0.0005070391172403831,95.19774011299435
2008,84357104.0,79756500992.0,0.00014326992944892005,0.00022425928189533613,0.0004980117145595455,88.26666666666667
2009,86755584.0,86391037952.0,0.00015167509864325672,0.00023192954907918037,0.0005341213252828961,89.42065491183878
2010,89237800.0,94148632576.0,0.00019064451945336296,0.00025720797404693845,0.000738742452715217,98.39679358717434
2011,91817936.0,104948621312.0,0.00024145758776457994,0.0002908505837466753,0.0009403544459205919,98.89240506329114
2012,94451280.0,115914989568.0,0.0002884501246238257,0.0003243197140593785,0.0011299299022181832,99.47019867549669
2013,97084376.0,126443028480.0,0.00033124007688590314,0.000378841807127092,0.0012999459860406264,99.65397923875433
2014,99746768.0,139096784896.0,0.0003618043285016728,0.00042944202690936665,0.0014218159222319348,99.78880675818372
2015,102471896.0,152372019200.0,0.00039695321785980785,0.00045252098107723403,0.001560236096671446,99.8075072184793
2016,105293232.0,164904124416.0,0.00047642027206080885,0.0005249238423941999,0.0018746906233872921,99.91980753809142
2017,108197944.0,181740830720.0,0.0005016357796438187,0.0005312310572513513,0.0019739920528765065,99.92383853769992
2018,111129440.0,195740319744.0,0.0005268512872268286,0.0005653631266502188,0.002073293482365721,99.92748368382887
1990,4986551.0,134055206912.0,0.0020779870567271363,0.0020010599466633904,0.002410316515783661,29.453943739658023
1991,5013856.0,126220410880.0,0.0022151441358529023,0.0020475834008503745,0.0027383121465207635,31.390134529147986
1992,5042120.0,122115850240.0,0.0022055928072229744,0.0020408734659876095,0.0030181616296267315,34.74796466308678
1993,5066609.0,121309724672.0,0.0023335806108640096,0.002058444449617159,0.0029248784685914093,31.82711198428291
1994,5088491.0,126178762752.0,0.0025077968450738968,0.002160952180276854,0.002748844116315074,27.833638025594148
1995,5107942.0,131584983040.0,0.0024466683418423577,0.0020597827191742753,0.0029414287068396114,30.52779512804497
1996,5124717.0,136504623104.0,0.0026506847213776195,0.0021511815733714244,0.002672111193527954,25.598155087921594
1997,5139944.0,145148297216.0,0.002642279552183283,0.002181552857487098,0.003031702733647988,29.13533834586466
1998,5153548.0,153137954816.0,0.002680102813557798,0.0022550523563578126,0.0036711437568739905,34.782608695652165
1999,5165500.0,160061980672.0,0.0026537411465391964,0.0022110939188219685,0.003188177713449175,30.50676648430752
2000,5176208.0,169209069568.0,0.0026663489003307017,0.002223243671606717,0.00351767791129975,33.50050150451354
2001,5188007.0,173703233536.0,0.002838272815669406,0.0022714709412020675,0.003240837562420728,28.99448108762956
2002,5200588.0,176750428160.0,0.002855083154058079,0.0022830816687485324,0.0029835565860168536,26.535527900441586
2003,5212991.0,180407926784.0,0.003212302844817386,0.002445160981777099,0.002867704918279437,22.668886774500475
2004,5228143.0,187631845376.0,0.003270374922887348,0.0024347893927094454,0.003856205511831163,29.94158878504673
2005,5246070.0,192989478912.0,0.002686979770171346,0.0022135660000871978,0.003529714448207534,33.35703113891654
2006,5266249.0,200964489216.0,0.0031347460563423708,0.002374430957406529,0.003379257736860239,27.373552711761125
2007,5288694.0,211541000192.0,0.003091574050935096,0.002366252643446372,0.003659107219966207,30.054374691052892
2008,5313358.0,213224882176.0,0.002941045111727431,0.0022813964404173486,0.004178182874114374,36.07430501428943
2009,5338813.0,195736961024.0,0.0027423774762249283,0.0021128240417598093,0.003264910636236295,30.231262190025078
2010,5363279.0,201743089664.0,0.0030694149685136633,0.002298713400658742,0.003638043280377586,30.097087378640776
2011,5388173.0,207082078208.0,0.0027970110759881163,0.002166323845582503,0.003638043280377586,33.02827482584347
2012,5413865.0,204128370688.0,0.002677810494686615,0.0021076878127651347,0.004297043676078737,40.74761021543729
2013,5438873.0,202579968000.0,0.002711813224609159,0.002116002431957961,0.003856205511831163,36.10876303183995
2014,5461436.0,201300410368.0,0.002590702377581672,0.00204179042846193,0.003954002374206905,38.75534581920071
2015,5479457.0,201843998720.0,0.0026117153005675133,0.0020360284345354554,0.004593443397432908,44.660620245757755
2016,5495217.0,204639584256.0,0.002616299938309879,0.002068184078060619,0.004575388592071232,44.407126168224295
2017,5508146.0,211331219456.0,0.0025643407105630706,0.00202563825839062,0.004734872706099364,46.886174016686525
2018,5515465.0,214535733248.0,0.002673607910089447,0.0020666847205012564,0.004835678702702052,45.927407830808804
1990,56412896.0,1636207689728.0,0.01593925721762385,0.016465548192601598,0.008392475358952099,13.370086289549377
1991,56645216.0,1655610540032.0,0.01725428414339234,0.0175021494870515,0.008983770234546967,13.22129223683628
1992,56864048.0,1682859229184.0,0.01757520878535792,0.01764884489586562,0.010697472176792653,15.45584974566323
1993,57053728.0,1673263972352.0,0.017943508017327945,0.017652122417142077,0.010059535720680125,14.235830175020226
1994,57230064.0,1713239621632.0,0.018132242271055324,0.017434040240563616,0.012179470783563507,17.05646860514117
1995,57420356.0,1749671477248.0,0.018766450492082542,0.01784793727525629,0.011351958871153386,15.360342019543975
1996,57623180.0,1774691549184.0,0.01945261794085657,0.018511043645115174,0.010301771025949268,13.44763924895907
1997,57839364.0,1817073025024.0,0.01913933436179493,0.01825954809945556,0.00999634390191426,13.262535931012456
1998,58080344.0,1882612563968.0,0.01937964579012392,0.018677875054209984,0.009743576626850806,12.766880236569738
1999,58352208.0,1950261968896.0,0.019913756087109494,0.019007981544965413,0.011344436035586021,14.465782859773995
2000,58665456.0,2031949578240.0,0.020386355827718333,0.01925023931326549,0.010205478730687,12.711769115442278
2001,59014776.0,2077914824704.0,0.020770319238641435,0.019486363346095447,0.011448251166415655,13.99613722063828
2002,59372784.0,2107291205632.0,0.021093918252623398,0.019286174329151026,0.009432131234361905,11.354415706730421
2003,59728260.0,2130783764480.0,0.02139191970587715,0.019484777248842566,0.009248574046518205,10.978354050578655
2004,60108436.0,2196565655552.0,0.02166967234243546,0.019644650895378847,0.009391507922298136,11.005130555898376
2005,60510080.0,2238357176320.0,0.02177168053220309,0.019529615474698368,0.008272109989874262,9.647983715298492
2006,60919152.0,2296438063104.0,0.021700618647196423,0.01937305032790051,0.00916431828816372,10.723591549295774
2007,61329380.0,2353924145152.0,0.021479409876127294,0.01903365649424639,0.009674366539631048,11.437007523878977
2008,61721004.0,2361538117632.0,0.021675785192758614,0.019092899704918377,0.010882533931749826,12.748744161452366
2009,62093300.0,2294314958848.0,0.020218634496976796,0.01802760615899159,0.010253624878318135,12.877685606847944
2010,62444568.0,2341292736512.0,0.021503097171129516,0.018571346319186544,0.01153702062611056,13.624007249080538
2011,62775272.0,2391848255488.0,0.021677695458484598,0.01785622711167954,0.009933152083148395,11.635530489954176
2012,63071412.0,2395403190272.0,0.021665469757838292,0.017849182609427496,0.012826434642356874,15.03315228891867
2013,63335180.0,2415696805888.0,0.02202345355488799,0.018018033814242766,0.01495840624214804,17.24694249284413
2014,63588496.0,2424453726208.0,0.021631467027915748,0.01725791529287772,0.014147444567986122,16.607499249368583
2015,63809768.0,2453072773120.0,0.021926794109153117,0.017365658383610393,0.013817944370135546,16.002230275996656
2016,63989320.0,2479389933568.0,0.021343398956437117,0.017067397751760426,0.014895214423382175,17.72129240132462
2017,64144092.0,2536203354112.0,0.021245211298121458,0.016941544652159916,0.013936805172099907,16.657675154654005
2018,64277812.0,2581673803776.0,0.02199976625988577,0.01725596364977359,0.017094891543279624,19.73151798273796
2000,1272941.0,12538006528.0,4.890280258523138e-05,6.94165375830298e-05,0.00012036536907783577,62.5
2001,1306593.0,13408100352.0,5.157717460161122e-05,7.504222627683477e-05,0.0001308973388721464,64.44444444444444
2002,1341696.0,13745928192.0,5.425154661799106e-05,7.506081335401695e-05,0.0001369156073260382,64.08450704225352
2003,1378406.0,14717086720.0,5.577975919877954e-05,7.296666932482523e-05,0.00013390647309909228,60.95890410958904
2004,1417115.0,15597621248.0,5.654386548917378e-05,7.439167857545864e-05,0.00013240190598561935,59.45945945945946
2005,1458362.0,16662218752.0,5.7690024924765144e-05,7.976334388110724e-05,0.00012036536907783577,52.980132450331126
2006,1502540.0,17083860992.0,6.151055637673635e-05,8.185748791029895e-05,0.00014142930866645702,58.385093167701854
2007,1549774.0,19294894080.0,6.418492839311618e-05,8.1330854056804e-05,0.00011886080196436282,47.023809523809526
2008,1599988.0,19821185024.0,6.762340669989026e-05,8.304086515756411e-05,0.00013240190598561935,49.717514124293785
2009,1653549.0,21001807872.0,6.915161928067874e-05,8.213629406803158e-05,0.00014142930866645702,51.93370165745856
2010,1711117.0,23885381632.0,7.144393815186147e-05,9.599605795354011e-05,0.00013541104021256523,48.1283422459893
2011,1772508.0,27165933568.0,7.488241645863554e-05,9.826987706215954e-05,0.0001248790704182546,42.3469387755102
2012,1836711.0,29020540928.0,7.946705420100099e-05,0.00012355449772231167,0.00013541104021256523,43.269230769230774
2013,1902230.0,31179700224.0,7.717473532981827e-05,0.0001248865715870342,0.0001399247415529841,46.03960396039604
2014,1966858.0,33268465664.0,7.335420387784706e-05,0.00013047508612647486,0.00011886080196436282,41.145833333333336
2015,2028524.0,35035176960.0,7.832089476540963e-05,0.0001253512485165886,0.0001399247415529841,45.365853658536594
2016,2086210.0,36204781568.0,8.557990452415492e-05,0.00012421124111608187,0.0001444384428934029,42.85714285714285
2017,2140225.0,36385443840.0,8.366963879816931e-05,0.00013160270214219346,0.00014142930866645702,42.922374429223744
2018,2192013.0,36693262336.0,8.290553250777506e-05,0.00011775532964147305,0.0001369156073260382,41.935483870967744
2000,1437540.0,1955249536.0,4.202584597168322e-06,6.152322547299945e-06,0.0,0.0
2001,1479456.0,2082662912.0,4.966690887562562e-06,6.852435787828537e-06,0.0,0.0
2002,1522230.0,2108436352.0,5.3487440327596824e-06,6.815261633464189e-06,0.0,0.0
2003,1566263.0,2172586752.0,6.112850323153923e-06,6.815261633464189e-06,0.0,0.0
2004,1612237.0,2391385088.0,6.494903468351043e-06,7.286134255412624e-06,0.0,0.0
2005,1660377.0,2386414848.0,7.259009758745283e-06,7.379069641323498e-06,0.0,0.0
2006,1711297.0,2432257536.0,7.641062903942404e-06,8.16592257536891e-06,0.0,0.0
2007,1764889.0,2539291136.0,8.405169194336643e-06,8.531468426618351e-06,0.0,0.0
2008,1820544.0,2704420864.0,8.787222339533763e-06,8.927992739838085e-06,0.0,0.0
2009,1878124.0,2899496192.0,8.787222339533763e-06,9.721041366277556e-06,0.0,0.0
2010,1937284.0,3111135744.0,8.787222339533763e-06,1.07557219960853e-05,0.0,0.0
2011,1998215.0,3000861952.0,9.169275484730883e-06,1.1393878312673311e-05,0.0,0.0
2012,2061020.0,3174000128.0,9.551328629928004e-06,1.1065506615788219e-05,0.0,0.0
2013,2124876.0,3327260928.0,9.551328629928004e-06,1.1003549691847634e-05,0.0,0.0
2014,2189023.0,3357018112.0,9.933381775125124e-06,1.2341819248964238e-05,0.0,0.0
2015,2253137.0,3514848000.0,1.0697488065519365e-05,1.2670190945849331e-05,0.0,0.0
2016,2317212.0,3593880064.0,1.1079541210716483e-05,1.2787909101336441e-05,0.0,0.0
2017,2381189.0,3732270080.0,1.1461594355913604e-05,1.3035736797098772e-05,0.0,0.0
2018,2444916.0,3939021824.0,1.1843647501110724e-05,1.3134867875403706e-05,0.0,0.0
2000,4265175.0,23550461952.0,0.0002777526365583063,0.0002473382360632035,0.0008726489258143093,79.7799174690509
2001,4144485.0,24543610880.0,0.0002597961387340417,0.00022837322164499088,0.000826007345296648,80.73529411764706
2002,4061127.0,25794070528.0,0.00027355005196113804,0.0002694630536023859,0.0010080599660268745,93.57541899441341
2003,4017826.0,28539744256.0,0.0002697295205091668,0.000239643186109783,0.0009719503553035238,91.5014164305949
2004,3988861.0,30055133184.0,0.0002601781918792388,0.00024755508529699554,0.0009012357009702953,87.9588839941263
2005,3961183.0,32780605440.0,0.00027278594567074375,0.00028185443839050256,0.0009283179090128083,86.41456582633053
2006,3933866.0,35705843712.0,0.00027163978623515246,0.0002546429573957983,0.0007914023016867702,73.98030942334739
2007,3906476.0,40006930432.0,0.00031213741962604716,0.0003189108745993656,0.0010155828015942392,82.61933904528765
2008,3879701.0,40781258752.0,0.00031710411051360973,0.0003190285927548527,0.0010667380834523195,85.42168674698794
2009,3855203.0,39112843264.0,0.0003216887482559752,0.0003244126494452894,0.0011043522612891432,87.17339667458432
2010,3836834.0,41359867904.0,0.0003812890389067259,0.00034988314087726325,0.0013947337141894218,92.88577154308616
