year,population,gdp,electricity_generation,primary_energy_consumption,renewables_electricity
2005,6929153.0,16469403648.0,16.92,69.359,16.8
2006,7057425.0,17531570176.0,16.76,67.84,16.53
2007,7188397.0,18732054528.0,17.32,63.974,16.94
2008,7324633.0,20204808192.0,16.99,61.66,16.64
2009,7468603.0,20972316672.0,15.96,55.354,15.74
2010,7621785.0,22280812544.0,16.27,57.197,16.24
2011,7784820.0,23726721024.0,16.08,56.487,16.04
2012,7956383.0,25517533184.0,16.8,59.679,16.73
2013,8136612.0,27454017536.0,16.94,61.831,16.9
2014,8326354.0,29249296384.0,15.99,63.164,15.84
2015,8524066.0,31037368320.0,16.98,63.246,16.83
2016,8725326.0,33246705664.0,17.03,65.107,16.47
2017,8925529.0,35607220224.0,17.88,66.413,16.96
2018,9128131.0,38206550016.0,19.48,70.851,18.21
2000,34463704.0,38757965824.0,2.43,17.487,2.26
2001,35414464.0,42179645440.0,2.72,20.143,2.64
2002,36353528.0,46307549184.0,2.81,22.163,2.71
2003,37333916.0,50559131648.0,2.62,22.4,2.54
2004,38360884.0,55646048256.0,2.84,27.307,2.45
2005,39439508.0,60800811008.0,3.43,28.836,2.13
2006,40562056.0,65321259008.0,3.31,29.666,1.84
2007,41716500.0,72742379520.0,4.06,32.123,2.84
2008,42870888.0,78843625472.0,4.26,33.499,2.98
2009,43957940.0,85283995648.0,4.66,33.221,3.06
2010,45110532.0,93138952192.0,5.15,38.206,3.28
2011,46416032.0,103207059456.0,5.01,38.92,2.48
2012,47786136.0,108488548352.0,5.47,46.753,2.31
2013,49253648.0,116367294464.0,5.77,48.82,2.24
2014,50814552.0,124481503232.0,6.08,51.073,3.11
2015,52542824.0,133146214400.0,6.56,52.659,2.87
2016,54401804.0,141908852736.0,6.97,57.783,3.15
2017,56267040.0,151520329728.0,7.01,52.417,3.16
2018,58090444.0,162052505600.0,7.22,56.284,2.79
1985,50594932.0,249623871488.0,23.03,190.292,3.691
1986,51542096.0,263410237440.0,24.67,202.566,5.532
1987,52479184.0,288520110080.0,28.574,231.225,4.061
1988,53410956.0,326878396416.0,32.413,260.218,3.748
1989,54324012.0,366691713024.0,37.353,301.15,5.534
1990,55228408.0,407627792384.0,44.113,354.068,4.925
1991,56099872.0,439083565056.0,50.12,390.639,4.535
1992,56939020.0,476583460864.0,57.028,427.419,4.18
1993,57776080.0,514625699840.0,63.337,484.995,3.642
1994,58610012.0,552247492608.0,71.102,545.12,4.454
1995,59424836.0,593301602304.0,79.737,615.363,6.736
1996,60211100.0,622895955968.0,86.992,696.202,7.422
1997,60989104.0,601920897024.0,92.661,732.905,7.356
1998,61745216.0,552405762048.0,89.533,675.223,5.398
1999,62442652.0,574009180160.0,90.215,715.57,3.857
2000,63066604.0,595846889472.0,89.52,741.95,6.38
2001,63649892.0,612467343360.0,95.73,782.477,6.76
2002,64222576.0,645971836928.0,101.58,848.256,8.07
2003,64776960.0,688026353664.0,108.98,912.103,8.36
2004,65311164.0,726679355392.0,117.09,990.232,7.63
2005,65821360.0,752297639936.0,123.0,1021.629,7.42
2006,66319528.0,784687300608.0,129.23,1043.465,9.82
2007,66826752.0,822075064320.0,132.31,1079.243,10.19
2008,67328240.0,830943461376.0,136.38,1079.098,8.95
2009,67813656.0,820031258624.0,137.18,1108.353,9.09
2010,68270488.0,876003852288.0,150.29,1181.046,8.57
2011,68712848.0,877821296640.0,147.14,1212.376,11.83
2012,69157024.0,941351305216.0,157.15,1301.363,13.42
2013,69578600.0,967124254720.0,160.62,1308.713,12.33
2014,69960944.0,975956344832.0,162.94,1350.987,13.68
2015,70294408.0,1004624871424.0,166.73,1382.112,13.33
2016,70607032.0,1037065846784.0,177.77,1410.84,15.77
2017,70898208.0,1079232954368.0,181.79,1436.728,19.91
2018,71127808.0,1124031922176.0,182.1,1481.883,25.84
2000,5008043.0,5742626816.0,0.17,4.6,0.1
2001,5145430.0,5728350720.0,0.12,4.067,0.05
2002,5281548.0,5709447680.0,0.15,4.461,0.09
2003,5421000.0,6045966336.0,0.17,5.563,0.12
2004,5565213.0,6257432576.0,0.18,5.474,0.08
2005,5711605.0,6399681536.0,0.18,5.339,0.07
2006,5874244.0,6714729472.0,0.21,4.654,0.09
2007,6047539.0,6923652096.0,0.18,5.683,0.09
2008,6222491.0,7155226112.0,0.12,6.778,0.09
2009,6398626.0,7467517952.0,0.14,12.019,0.11
2010,6571862.0,7846071296.0,0.17,11.477,0.09
2011,6748675.0,8309243904.0,0.12,10.618,0.1
2012,6926634.0,8791743488.0,0.11,9.425,0.09
2013,7106238.0,9242968064.0,0.1,9.598,0.04
2014,7288381.0,9806233600.0,0.2,8.328,0.12
2015,7473232.0,10346240000.0,0.37,6.489,0.06
2016,7661361.0,10859799552.0,0.43,8.692,0.2
2017,7852799.0,11293046784.0,0.77,8.422,0.21
2018,8046680.0,11866978304.0,0.57,10.085,0.21
2000,1332203.0,24005326848.0,5.14,118.837,0.03
2001,1338576.0,24648445952.0,5.3,128.223,0.03
2002,1345970.0,26224117760.0,5.3,139.141,0.03
2003,1353552.0,29582759936.0,6.05,155.992,0.03
2004,1361180.0,31478241280.0,6.04,171.55,0.03
2005,1369078.0,32955092992.0,6.64,183.941,0.04
2006,1376932.0,36774965248.0,6.75,214.84,0.04
2007,1384861.0,37972471808.0,7.22,221.537,0.03
2008,1392808.0,38699954176.0,7.26,218.279,0.0
2009,1401197.0,36471791616.0,7.37,216.47,0.0
2010,1410297.0,37145100288.0,7.97,233.871,0.0
2011,1420021.0,36506640384.0,8.24,229.675,0.0
2012,1430379.0,36978462720.0,8.58,226.102,0.0
2013,1440731.0,37960331264.0,8.94,230.297,0.0
2014,1450663.0,37742333952.0,8.85,229.113,0.0
2015,1460180.0,37523337216.0,9.01,222.304,0.01
2016,1469334.0,35605774336.0,8.86,197.234,0.01
2017,1478616.0,34782568448.0,8.77,209.287,0.01
2018,1504707.0,34697351168.0,8.68,198.096,0.01
2000,9893326.0,71818829824.0,9.96,89.078,0.08
2001,9995115.0,75444600832.0,10.71,98.879,0.07
2002,10094564.0,76877553664.0,11.13,97.872,0.09
2003,10193798.0,81240031232.0,11.67,96.474,0.19
2004,10292230.0,86232260608.0,12.29,98.363,0.19
2005,10388349.0,89804308480.0,12.97,106.757,0.18
2006,10483560.0,95016263680.0,13.28,100.684,0.13
2007,10580399.0,101101846528.0,12.92,89.716,0.09
2008,10680381.0,105766354944.0,13.51,103.762,0.07
2009,10784499.0,109299712000.0,14.35,86.545,0.18
2010,10895063.0,112485031936.0,14.95,88.802,0.19
2011,11032529.0,110760304640.0,15.33,84.717,0.16
2012,11174384.0,115304644608.0,16.8,93.106,0.32
2013,11300284.0,118417268736.0,17.08,98.607,0.44
2014,11428953.0,121400631296.0,17.86,108.659,0.59
2015,11557779.0,123040268288.0,18.35,112.222,0.58
2016,11685666.0,124551503872.0,18.49,112.016,0.63
2017,11811441.0,126940405760.0,19.17,118.583,0.6
2018,11933040.0,130322096128.0,19.52,121.82,0.64
1985,49175680.0,354837200896.0,34.219,386.093,12.051
1986,50223888.0,381728489472.0,39.695,420.703,11.916
1987,51250156.0,417316012032.0,44.353,479.594,18.676
1988,52275892.0,435876986880.0,48.049,527.385,29.018
1989,53305236.0,443256143872.0,52.043,517.613,18.002
1990,54324140.0,486761168896.0,57.54,561.998,23.23
1991,55321172.0,499938033664.0,60.24,573.721,22.8
1992,56302040.0,538702184448.0,67.35,603.3,26.69
1993,57296008.0,591946448896.0,73.81,655.675,34.09
1994,58310244.0,569082576896.0,78.33,634.948,30.72
1995,59305492.0,620396806144.0,86.25,710.576,35.85
1996,60293784.0,675112419328.0,94.86,775.107,40.73
1997,61277420.0,738354659328.0,103.3,810.784,40.19
1998,62242200.0,773998837760.0,111.03,831.467,42.56
1999,63185620.0,745796272128.0,116.44,809.611,34.91
2000,64113548.0,807550844928.0,124.33,864.679,31.16
2001,65072016.0,753326817280.0,122.19,785.631,24.34
2002,65988664.0,818938118144.0,128.42,859.633,33.96
2003,66867324.0,872922415104.0,139.52,910.288,35.56
2004,67785080.0,957900849152.0,149.74,974.779,46.31
2005,68704712.0,1046618898432.0,161.55,996.752,39.74
2006,69601328.0,1128341831680.0,176.17,1105.833,44.52
2007,70468864.0,1191689584640.0,191.41,1174.356,36.46
2008,71320728.0,1213760274432.0,198.31,1178.344,34.42
2009,72225648.0,1155016556544.0,194.73,1194.268,38.15
2010,73195352.0,1276138618880.0,211.06,1259.821,55.72
2011,74173856.0,1403985592320.0,229.28,1345.969,58.09
2012,75277440.0,1441915600896.0,239.38,1429.392,65.21
2013,76576120.0,1510231769088.0,239.87,1419.132,69.22
2014,78112064.0,1570585313280.0,251.62,1462.148,52.62
2015,79646176.0,1637835079680.0,261.29,1606.742,83.65
2016,81019400.0,1498503446528.0,273.69,1687.18,90.24
2017,82089824.0,1610456629248.0,296.43,1787.401,87.24
2018,82809304.0,1655984226304.0,303.86,1767.596,97.77
1990,3720287.0,21201768448.0,14.61,151.892,0.003
1991,3821784.0,20437995520.0,14.953,155.991,0.003
1992,3926374.0,17569984512.0,13.183,148.971,0.004
1993,4031701.0,18037532672.0,12.637,122.293,0.005
1994,4133044.0,15091298304.0,10.52,130.454,0.004
1995,4226625.0,14166411264.0,9.905,107.38,0.004
1996,4301092.0,13366638592.0,10.13,156.41,0.005
1997,4363678.0,11996056576.0,9.498,119.769,0.005
1998,4431523.0,12945862656.0,9.416,149.135,0.006
1999,4501087.0,15251959808.0,8.86,142.357,0.005
2000,4569135.0,18299170816.0,9.25,119.82,0.0
2001,4635100.0,22282608640.0,9.97,151.237,0.0
2002,4698972.0,26092257280.0,10.06,127.565,0.0
2003,4758992.0,30907439104.0,10.15,176.119,0.0
2004,4819793.0,35857412096.0,11.2,174.407,0.0
2005,4885780.0,41000558592.0,12.05,176.601,0.0
2006,4954032.0,46020567040.0,12.83,178.463,0.0
2007,5024897.0,51695423488.0,13.98,173.172,0.0
2008,5100089.0,60005171200.0,14.13,142.056,0.0
2009,5180961.0,64415940608.0,15.02,231.601,0.0
2010,5267975.0,71126122496.0,15.66,249.566,0.0
2011,5360813.0,82538332160.0,16.19,276.998,0.0
2012,5458688.0,91657732096.0,16.68,301.966,0.0
2013,5560099.0,100974903296.0,17.74,268.245,0.0
2014,5663159.0,111420612608.0,19.18,278.038,0.0
2015,5766427.0,118607511552.0,21.18,332.823,0.0
2016,5868568.0,125986217984.0,21.18,329.542,0.0
2017,5968388.0,134137528320.0,21.18,326.026,0.0
2018,6065072.0,142391017472.0,21.18,362.994,0.0
2000,24020710.0,28839088128.0,1.59,10.352,1.55
2001,24763328.0,31387265024.0,1.59,10.554,1.55
2002,25545098.0,33626853376.0,1.71,10.818,1.67
2003,26354740.0,35593797632.0,1.8,11.408,1.75
2004,27146082.0,37411397632.0,1.94,12.152,1.89
2005,27946586.0,40921112576.0,1.95,13.791,1.84
2006,28773230.0,43572248576.0,1.57,13.4,1.17
2007,29629804.0,46853861376.0,1.97,16.166,1.41
2008,30509868.0,51468918784.0,2.32,17.003,1.7
2009,31412526.0,55303700480.0,2.4,17.367,1.51
2010,32341724.0,59228536832.0,2.69,19.549,1.59
2011,33295738.0,62855835648.0,2.61,20.453,1.61
2012,34273296.0,64257404928.0,1.96,19.799,1.58
2013,35273568.0,66627399680.0,2.59,22.978,2.45
2014,36336544.0,70033965056.0,2.81,26.488,2.52
2015,37477356.0,73613877248.0,2.87,26.524,2.58
2016,38748308.0,77532053504.0,3.77,29.645,3.48
2017,40127096.0,81428807680.0,3.91,32.298,3.65
2018,41515400.0,86584074240.0,4.31,34.923,4.0
1990,51589816.0,495935193088.0,298.62,3194.697,10.51
1991,51672816.0,460353470464.0,278.47,2994.568,11.71
1992,51785152.0,421710462976.0,252.32,2530.553,7.88
1993,51778420.0,367893643264.0,229.71,2218.278,11.04
1994,51487376.0,288418693120.0,202.73,1895.852,12.12
1995,51061268.0,257477951488.0,193.82,1849.755,9.95
1996,50616104.0,235602706432.0,182.8,1724.072,8.63
1997,50169352.0,232333279232.0,177.82,1662.889,9.86
1998,49745868.0,231737278464.0,172.65,1604.654,15.74
1999,49320116.0,235148296192.0,171.94,1580.584,14.32
2000,48879752.0,253196058624.0,171.27,1585.457,11.28
2001,48414536.0,281110347776.0,172.81,1562.9,12.05
2002,47976540.0,301087064064.0,173.57,1553.238,9.65
2003,47605644.0,335257370624.0,180.2,1591.928,9.27
2004,47261960.0,381078077440.0,182.02,1585.872,11.78
2005,46912616.0,399366225920.0,185.91,1605.493,12.4
2006,46592552.0,436786692096.0,193.23,1624.431,12.92
2007,46313064.0,480580665344.0,196.14,1617.882,10.47
2008,46062936.0,499592167424.0,192.58,1562.053,11.82
2009,45863884.0,431074443264.0,173.62,1330.558,12.12
2010,45683024.0,439429758976.0,188.82,1426.915,13.39
2011,45516136.0,471221141504.0,194.95,1474.744,11.2
2012,45406228.0,472338530304.0,198.36,1442.989,11.23
2013,45307104.0,472222859264.0,193.71,1369.568,15.11
2014,45148072.0,441258901504.0,182.22,1208.371,10.41
2015,44982568.0,398132477952.0,161.87,1003.408,7.33
2016,44833568.0,407348477952.0,163.08,1049.995,9.47
2017,44657260.0,417634025472.0,155.26,975.331,11.72
2018,44446952.0,431319908352.0,158.44,1011.989,13.23
1985,1379543.0,40307253248.0,12.185,201.634,0.0
1986,1468701.0,31750852608.0,12.815,244.387,0.0
1987,1575913.0,32884649984.0,13.658,273.077,0.0
1988,1683687.0,32803829760.0,14.84,301.883,0.0
1989,1791848.0,36287311872.0,15.612,340.165,0.0
1990,1900160.0,40641368064.0,17.081,344.953,0.0
1993,2223289.0,55476445184.0,21.73,423.47,0.0
1994,2329034.0,64932859904.0,23.736,464.674,0.0
1995,2434001.0,75357175808.0,24.982,484.871,0.0
1996,2572739.0,86335651840.0,26.572,499.688,0.0
1997,2746127.0,101840109568.0,28.464,521.456,0.0
1998,2921135.0,111460818944.0,33.392,534.113,0.0
1999,3097572.0,125528113152.0,37.126,538.369,0.0
2000,3275338.0,153035276288.0,39.94,535.782,0.0
2001,3454204.0,169106472960.0,43.17,541.566,0.0
2002,3633665.0,187898953728.0,46.85,591.693,0.0
2003,3813452.0,221794893824.0,49.45,631.155,0.0
2004,3993346.0,263839399936.0,52.41,675.065,0.0
2005,4280995.0,300624052224.0,60.7,704.598,0.0
2006,4898956.0,359086686208.0,62.43,741.293,0.0
2007,5872640.0,403039420416.0,78.76,818.361,0.0
2008,6988687.0,452209115136.0,80.46,938.401,0.0
2009,7992658.0,465464623104.0,85.7,925.575,0.01
2010,8481775.0,513346961408.0,93.95,972.492,0.02
2011,8575210.0,583589888000.0,99.13,1020.931,0.02
2012,8664976.0,623215050752.0,106.21,1074.1,0.02
2013,8751853.0,650352197632.0,110.0,1133.245,0.09
2014,8835957.0,668160032768.0,116.54,1130.877,0.31
2015,8916909.0,691538493440.0,127.38,1229.609,0.3
2016,8994266.0,709426085888.0,129.61,1278.223,0.32
2017,9068297.0,726264709120.0,134.57,1229.672,0.75
2018,9140172.0,734906220544.0,136.01,1213.716,1.2
1985,56643040.0,1278428446720.0,298.089,2390.726,3.955
1986,56721912.0,1334598565888.0,301.071,2457.055,4.769
1987,56826320.0,1398100983808.0,302.112,2452.936,4.187
1988,56952648.0,1467801403392.0,308.825,2485.687,4.886
1989,57076096.0,1499837497344.0,314.585,2488.692,4.777
1990,57210444.0,1505692221440.0,317.76,2508.394,5.82
1991,57359452.0,1487460892672.0,321.34,2561.217,5.32
1992,57509240.0,1491383222272.0,319.34,2545.327,6.4
1993,57647464.0,1527375331328.0,321.67,2574.725,5.72
1994,57785900.0,1585210327040.0,325.02,2543.823,6.95
1995,57930364.0,1623418994688.0,332.48,2552.545,6.87
1996,58078584.0,1663252430848.0,349.32,2676.295,5.68
1997,58250192.0,1713664294912.0,349.19,2629.999,6.95
1998,58438320.0,1766690914304.0,361.08,2651.819,8.65
1999,58635204.0,1822988828672.0,365.25,2639.632,9.62
2000,58850044.0,1889457799168.0,377.06,2664.474,9.91
2001,59092016.0,1939162398720.0,384.77,2692.175,9.54
2002,59355688.0,1983811813376.0,387.24,2631.41,11.12
2003,59649800.0,2050645557248.0,398.21,2669.371,10.69
2004,59995852.0,2100502593536.0,393.92,2691.21,14.14
2005,60383740.0,2160945659904.0,398.35,2713.482,16.93
2006,60803700.0,2212969054208.0,397.27,2678.878,18.1
2007,61260680.0,2267379924992.0,396.81,2604.628,19.68
2008,61742152.0,2251038392320.0,388.96,2559.33,21.94
2009,62243384.0,2151646494720.0,376.76,2430.017,25.24
2010,62760048.0,2190775025664.0,382.06,2481.533,26.18
2011,63286360.0,2221719158784.0,367.97,2342.043,35.2
2012,63808728.0,2250912301056.0,363.87,2379.613,41.24
2013,64302296.0,2293924888576.0,358.28,2371.596,53.21
2014,64773504.0,2363952726016.0,338.08,2240.112,64.51
2015,65224368.0,2415783051264.0,338.87,2275.699,83.36
2016,65655204.0,2460057337856.0,339.18,2251.756,83.01
2017,66064808.0,2506603626496.0,338.22,2252.731,98.89
2018,66432996.0,2540210225152.0,332.73,2243.542,110.01
1985,235146176.0,7874871820288.0,2657.15,20184.246,323.592
1986,237512784.0,8146027806720.0,2676.113,20371.967,335.695
1987,239853168.0,8432566927360.0,2772.205,21056.055,298.09
1988,242287808.0,8787203194880.0,2914.446,22014.887,270.789
1989,244954096.0,9091291283456.0,3155.45,22548.131,325.965
1990,248083728.0,9250378088448.0,3232.78,22606.611,352.928
1991,251560192.0,9243499429888.0,3270.724,22576.309,351.337
1992,255175328.0,9572148314112.0,3284.39,22909.344,319.567
1993,258779760.0,9834941382656.0,3404.678,23390.023,349.687
1994,262273584.0,10232022433792.0,3458.526,23820.387,329.68
1995,265660560.0,10510263123968.0,3567.331,24340.916,378.196
1996,268984352.0,10909166600192.0,3663.386,25161.398,416.184
1997,272395424.0,11398757220352.0,3716.377,25350.254,425.647
1998,275835008.0,11906028929024.0,3855.808,25512.498,391.287
1999,279181568.0,12463818932224.0,3936.098,25965.105,388.135
2000,282398560.0,12973842104320.0,3802.1,26545.426,350.93
2001,285470496.0,13100471287808.0,3727.57,25912.779,280.06
2002,288350240.0,13334491430912.0,3844.23,26297.848,336.34
2003,291109824.0,13708808945664.0,3868.94,26380.113,349.18
2004,293947872.0,14227881328640.0,3951.95,26897.549,345.14
2005,296842656.0,14703731408896.0,4034.99,26910.133,353.04
2006,299753088.0,15095884152832.0,4046.94,26698.119,381.16
2007,302743392.0,15364464312320.0,4142.57,27063.787,347.91
2008,305694912.0,15319731011584.0,4107.53,26405.514,377.11
2009,308512032.0,14894294368256.0,3939.82,25105.531,415.56
2010,311182848.0,15270622003200.0,4113.94,25951.863,424.48
2011,313876608.0,15509302018048.0,4088.87,25726.066,509.74
2012,316651328.0,15849635184640.0,4040.67,25047.863,492.32
2013,319375168.0,16108428984320.0,4055.61,25727.75,520.38
2014,322033952.0,16482662612992.0,4096.01,25996.219,546.83
2015,324607776.0,16902578503680.0,4083.99,25747.033,556.49
2016,327210208.0,17162557194240.0,4087.56,25723.152,624.91
2017,329791232.0,17596283879424.0,4052.31,25819.029,707.19
2018,332140032.0,18140645818368.0,4201.55,26764.953,733.17
2000,3292227.0,42357432320.0,7.5,48.071,7.01
2001,3300938.0,40598155264.0,9.16,52.639,9.13
2002,3306446.0,37250879488.0,9.51,46.746,9.47
2003,3310204.0,37483122688.0,8.54,46.942,8.51
2004,3313804.0,39270182912.0,5.79,45.159,4.76
2005,3317666.0,41988071424.0,7.57,48.758,6.64
2006,3322282.0,43607982080.0,5.47,44.443,3.6
2007,3328647.0,46196531200.0,9.27,52.604,8.12
2008,3336131.0,49262288896.0,8.51,55.88,5.28
2009,3344161.0,50283110400.0,8.79,59.044,6.17
2010,3352653.0,54626336768.0,11.04,61.328,9.8
2011,3361631.0,57402507264.0,10.37,60.043,7.68
2012,3371134.0,59760861184.0,10.61,60.14,6.81
2013,3381187.0,62296862720.0,11.45,62.866,9.66
2014,3391660.0,64374845440.0,12.84,64.683,12.13
2015,3402820.0,64830132224.0,13.61,66.683,12.66
2016,3413768.0,65763794944.0,13.75,67.641,13.29
2017,3422205.0,67467735040.0,14.25,65.31,14.0
2018,3427044.0,68560711680.0,14.5,66.96,14.12
1990,20579106.0,139398692864.0,56.325,520.909,6.648
1991,21074308.0,136577597440.0,54.165,514.664,6.031
1992,21588150.0,119510827008.0,50.911,487.92,6.281
1993,22085922.0,114918072320.0,49.149,524.773,7.358
1994,22564732.0,107242094592.0,47.8,514.865,7.156
1995,23026212.0,104615657472.0,47.453,508.389,6.188
1996,23465930.0,104748220416.0,45.419,524.47,6.525
1997,23877290.0,108486836224.0,46.054,518.986,5.777
1998,24256774.0,111389409280.0,45.9,518.01,5.758
1999,24602712.0,114383437824.0,45.372,587.198,5.692
2000,24925558.0,116875870208.0,44.33,599.548,5.82
2001,25248440.0,119890042880.0,44.95,601.535,5.9
2002,25579032.0,122757840896.0,46.67,616.747,6.12
2003,25905912.0,125924032512.0,46.81,565.448,7.54
2004,26234924.0,133131264000.0,47.4,563.673,8.92
2005,26573428.0,140235915264.0,46.97,562.589,8.84
2006,26926824.0,148398129152.0,43.9,526.855,4.65
2007,27309622.0,159983157248.0,44.61,564.303,4.61
2008,27726820.0,171678334976.0,40.2,529.184,4.44
2009,28167840.0,182697967616.0,44.6,525.138,6.42
2010,28614234.0,195138486272.0,49.27,531.186,8.11
2011,29057456.0,208037658624.0,49.93,558.953,5.65
2012,29503058.0,225107476480.0,50.15,543.062,6.59
2013,29963220.0,243106299904.0,51.62,545.339,5.65
2014,30446542.0,262824624128.0,52.71,563.814,6.01
2015,30949416.0,283821441024.0,54.55,538.093,7.0
2016,31453576.0,305963433984.0,56.0,515.032,7.25
2017,31945680.0,319615533056.0,58.06,531.662,8.35
2018,32449578.0,336874766336.0,59.43,533.657,5.85
1985,17402310.0,225556938752.0,47.29,503.773,22.648
1986,17860872.0,239957164032.0,50.112,541.246,25.159
1987,18328660.0,248342577152.0,54.132,540.817,30.843
1988,18800774.0,262960070656.0,58.245,563.324,34.203
1989,19275300.0,240346710016.0,57.62,568.061,34.666
1990,19750580.0,256078512128.0,59.321,603.555,36.983
1991,20226212.0,282135822336.0,63.337,607.641,44.542
1992,20700462.0,301070155776.0,67.44,657.615,47.271
1993,21172098.0,303295660032.0,69.382,650.657,47.478
1994,21640830.0,297781329920.0,71.221,706.328,51.284
1995,22107288.0,310739140608.0,73.446,727.397,51.45
1996,22572114.0,311745871872.0,75.588,708.863,53.847
1997,23037560.0,333064601600.0,78.066,749.356,57.268
1998,23503816.0,335829106688.0,80.904,794.73,57.923
1999,23966964.0,317196894208.0,80.585,795.373,60.6
2000,24427732.0,330514169856.0,83.24,818.318,62.2
2001,24880210.0,343645650944.0,87.74,850.195,59.85
2002,25330926.0,314345783296.0,86.65,860.09,58.94
2003,25782032.0,291683467264.0,89.27,803.777,59.93
2004,26226930.0,346768572416.0,96.21,873.013,69.37
2005,26668790.0,384106692608.0,101.39,899.728,76.46
2006,27102084.0,424502624256.0,107.9,949.324,80.78
2007,27525096.0,462973370368.0,111.84,1002.8,82.23
2008,27933836.0,489024782336.0,116.48,984.145,85.97
2009,28327896.0,475066335232.0,116.7,981.845,85.1
2010,28715026.0,478283169792.0,110.78,946.352,76.01
2011,29096158.0,503382671360.0,115.06,969.912,82.83
2012,29470428.0,533462253568.0,118.5,1015.111,81.24
