year,country,iso_code,biofuel_consumption,coal_consumption,fossil_fuel_consumption,gas_consumption,hydro_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,renewables_consumption,solar_consumption,wind_consumption,non_renewables_consumption,total_consumption,continents
2015,Colombia,COL,7.984,57.78,349.089,112.117,120.327,0.0,179.192,5.819,134.314,0.0,0.184,698.178,832.492,South America
2016,Colombia,COL,7.883,63.547,404.981,120.685,125.253,0.0,220.749,6.365,139.637,0.0,0.136,809.962,949.599,South America
2017,Colombia,COL,7.571,48.428,383.187,118.305,152.566,0.0,216.454,6.357,166.515,0.013,0.008,766.374,932.889,South America
2018,Colombia,COL,9.209,45.463,392.416,127.299,149.884,0.0,219.654,6.764,166.003,0.032,0.115,784.832,950.835,South America
2019,Colombia,COL,9.619,53.642,401.762,128.708,143.494,0.0,219.412,7.802,161.43,0.348,0.167,803.524,964.954,South America
2020,Colombia,COL,8.284,47.48,363.883,131.227,130.887,0.0,185.176,9.004,148.703,0.501,0.027,727.766,876.469,South America
2021,Colombia,COL,9.271,31.459,396.199,126.266,158.3,0.0,238.474,9.526,178.1,0.845,0.158,792.398,970.498,South America
2022,Colombia,COL,9.491,28.493,421.337,125.85,167.736,0.0,266.994,9.275,188.007,1.31,0.195,842.674,1030.681,South America
1990,Croatia,HRV,0.0,9.403,89.202,25.523,11.583,0.0,54.276,0.035,11.618,0.0,0.0,178.404,190.022,Europe
1991,Croatia,HRV,0.0,5.287,67.419,23.636,16.338,0.0,38.496,0.032,16.37,0.0,0.0,134.838,151.208,Europe
1992,Croatia,HRV,0.0,4.647,67.644,24.5,12.86,0.0,38.496,0.019,12.879,0.0,0.0,135.287,148.166,Europe
1993,Croatia,HRV,0.0,3.95,70.492,25.868,13.454,0.0,40.674,0.061,13.514,0.0,0.0,140.984,154.498,Europe
1994,Croatia,HRV,0.0,2.472,68.773,24.339,16.071,0.0,41.962,0.019,16.09,0.0,0.0,137.546,153.636,Europe
1995,Croatia,HRV,0.0,2.032,71.017,22.495,16.804,0.0,46.489,0.029,16.833,0.0,0.0,142.033,158.866,Europe
1996,Croatia,HRV,0.0,1.664,70.962,25.207,23.25,0.0,44.091,0.029,23.279,0.0,0.0,141.924,165.203,Europe
1997,Croatia,HRV,0.0,2.829,76.047,26.13,17.308,0.0,47.088,0.003,17.312,0.0,0.0,152.094,169.406,Europe
1998,Croatia,HRV,0.0,2.705,80.897,25.118,17.805,0.0,53.075,0.029,17.834,0.0,0.0,161.795,179.629,Europe
1999,Croatia,HRV,0.0,2.399,80.419,25.467,21.666,0.0,52.553,0.029,21.695,0.0,0.0,160.838,182.533,Europe
2000,Croatia,HRV,0.0,5.021,77.465,25.695,19.081,0.0,46.749,0.003,19.084,0.0,0.0,154.93,174.014,Europe
2001,Croatia,HRV,0.0,5.589,80.421,26.925,21.094,0.0,47.907,0.0,21.094,0.0,0.0,160.842,181.936,Europe
2002,Croatia,HRV,0.0,6.794,84.543,27.567,17.079,0.0,50.182,0.0,17.079,0.0,0.0,169.086,186.165,Europe
2003,Croatia,HRV,0.0,7.556,90.491,27.402,15.828,0.0,55.534,0.0,15.828,0.0,0.0,180.983,196.811,Europe
2004,Croatia,HRV,0.0,8.024,88.545,28.418,21.977,0.0,52.103,0.013,21.996,0.0,0.006,177.09,199.086,Europe
2005,Croatia,HRV,0.0,7.951,89.066,27.482,20.146,0.0,53.633,0.045,20.219,0.0,0.029,178.132,198.351,Europe
2006,Croatia,HRV,0.0,7.381,89.033,27.179,18.828,0.0,54.472,0.035,18.917,0.0,0.054,178.065,196.982,Europe
2007,Croatia,HRV,0.031,8.014,95.014,31.23,13.289,0.0,55.77,0.022,13.441,0.0,0.099,190.028,203.469,Europe
2008,Croatia,HRV,0.041,8.247,91.402,30.27,16.242,0.0,52.885,0.067,16.463,0.0,0.112,182.804,199.267,Europe
2009,Croatia,HRV,0.091,5.893,85.493,27.95,20.69,0.0,51.65,0.064,20.996,0.0,0.151,170.986,191.982,Europe
2010,Croatia,HRV,0.0,7.94,82.442,30.614,25.33,0.0,43.888,0.105,25.822,0.0,0.386,164.884,190.706,Europe
2011,Croatia,HRV,0.04,8.173,79.799,29.892,13.881,0.0,41.735,0.173,14.649,0.0,0.554,159.599,174.248,Europe
2012,Croatia,HRV,0.329,7.329,72.795,28.066,13.262,0.0,37.4,0.3,14.799,0.007,0.901,145.59,160.389,Europe
2013,Croatia,HRV,0.366,7.852,70.368,26.538,23.498,0.0,35.978,0.401,25.705,0.031,1.41,140.736,166.441,Europe
2014,Croatia,HRV,0.343,7.521,68.669,23.486,24.398,0.0,37.663,0.525,27.339,0.095,1.978,137.339,164.678,Europe
2015,Croatia,HRV,0.281,7.044,70.384,24.212,17.21,0.0,39.127,0.847,20.636,0.154,2.144,140.767,161.403,Europe
2016,Croatia,HRV,0.012,7.571,72.108,25.244,18.343,0.0,39.293,1.377,22.623,0.175,2.715,144.216,166.839,Europe
2017,Croatia,HRV,0.006,4.563,75.561,28.997,14.125,0.0,42.002,1.678,19.222,0.209,3.204,151.123,170.345,Europe
2018,Croatia,HRV,0.315,4.248,71.602,26.658,20.374,0.0,40.695,2.138,26.558,0.198,3.533,143.203,169.761,Europe
2019,Croatia,HRV,0.728,4.9,72.605,27.981,15.357,0.0,39.724,3.036,23.208,0.219,3.868,145.21,168.418,Europe
2020,Croatia,HRV,0.763,4.201,67.616,29.368,14.871,0.0,34.047,3.359,23.763,0.251,4.519,135.232,158.995,Europe
2021,Croatia,HRV,1.063,4.83,69.077,28.252,18.651,0.0,35.995,3.736,29.235,0.39,5.395,138.154,167.389,Europe
2022,Croatia,HRV,1.105,4.783,69.12,24.37,14.132,0.0,39.967,3.813,25.465,0.421,5.994,138.24,163.705,Europe
1965,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,4.68,4.68,Asia
1966,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,5.339,0.0,0.0,0.0,0.0,5.339,5.339,Asia
1967,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,5.787,0.0,0.0,0.0,0.0,5.787,5.787,Asia
1968,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,6.427,0.0,0.0,0.0,0.0,6.427,6.427,Asia
1969,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,7.59,0.0,0.0,0.0,0.0,7.59,7.59,Asia
1970,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,8.005,0.0,0.0,0.0,0.0,8.005,8.005,Asia
1971,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,9.549,0.0,0.0,0.0,0.0,9.549,9.549,Asia
1972,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,10.737,0.0,0.0,0.0,0.0,10.737,10.737,Asia
1973,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,11.519,0.0,0.0,0.0,0.0,11.519,11.519,Asia
1974,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,10.213,0.0,0.0,0.0,0.0,10.213,10.213,Asia
1975,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,8.53,0.0,0.0,0.0,0.0,8.53,8.53,Asia
1976,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,8.673,0.0,0.0,0.0,0.0,8.673,8.673,Asia
1977,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,9.797,0.0,0.0,0.0,0.0,9.797,9.797,Asia
1978,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,10.044,0.0,0.0,0.0,0.0,10.044,10.044,Asia
1979,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,10.193,0.0,0.0,0.0,0.0,10.193,10.193,Asia
1980,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,10.279,0.0,0.0,0.0,0.0,10.279,10.279,Asia
1981,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,9.856,0.0,0.0,0.0,0.0,9.856,9.856,Asia
1982,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,11.814,0.0,0.0,0.0,0.0,11.814,11.814,Asia
1983,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,12.431,0.0,0.0,0.0,0.0,12.431,12.431,Asia
1984,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,12.612,0.0,0.0,0.0,0.0,12.612,12.612,Asia
1985,Cyprus,CYP,0.0,1.082,0.0,0.0,0.0,0.0,12.484,0.0,0.0,0.0,0.0,13.566,13.566,Asia
1986,Cyprus,CYP,0.0,0.663,0.0,0.0,0.0,0.0,13.481,0.0,0.0,0.0,0.0,14.144,14.144,Asia
1987,Cyprus,CYP,0.0,1.407,0.0,0.0,0.0,0.0,15.874,0.0,0.0,0.0,0.0,17.281,17.281,Asia
1988,Cyprus,CYP,0.0,0.849,0.0,0.0,0.0,0.0,16.996,0.0,0.0,0.0,0.0,17.845,17.845,Asia
1989,Cyprus,CYP,0.0,0.756,0.0,0.0,0.0,0.0,17.556,0.0,0.0,0.0,0.0,18.312,18.312,Asia
1990,Cyprus,CYP,0.0,0.709,0.0,0.0,0.0,0.0,18.565,0.0,0.0,0.0,0.0,19.274,19.274,Asia
1991,Cyprus,CYP,0.0,0.523,0.0,0.0,0.0,0.0,18.989,0.0,0.0,0.0,0.0,19.512,19.512,Asia
1992,Cyprus,CYP,0.0,0.965,0.0,0.0,0.0,0.0,21.831,0.0,0.0,0.0,0.0,22.796,22.796,Asia
1993,Cyprus,CYP,0.0,0.814,0.0,0.0,0.0,0.0,22.876,0.0,0.0,0.0,0.0,23.69,23.69,Asia
1994,Cyprus,CYP,0.0,1.116,0.0,0.0,0.0,0.0,22.616,0.0,0.0,0.0,0.0,23.732,23.732,Asia
